[								
]								
㐥								
錩	SHOU			chāng		coeng1	xuổng	
錪	TEN	전	CEN	tiǎn				
錫	SEKI SHAKU SHI	석	SEK	xī	xi1(25)	sek3 sik1 sik3	thiếc	sek
錬	REN	동	TONG LYEN	liàn				
錭				táo		diu1		
錮	KO	고	KO	gù		gu3		
錯	SAKU SO	착	CHAK CO	cuò	cuo4(815)	co3 cok3 cou3	thó	tsò tsɑk
錰				shù				
錱				zhēn				
録	ROKU RYO		LOK YE	lù				
錳	MOU			měng		maang5		
錴	ROKU			lù		luk6		
錵				huā				
錶	HYOU			biǎo		biu1		
錷	ATSU			gá				
錸				lái		loi4		
錹				kěn				
錺				fang				
錻	BU			wu				
錼				nài		noi6		
錽				wàn				
錾				zàn		zaam6		
錿				hu				
鍀				dé				
鍁				xiān				
鍂				piān				
鍃				huō				
鍄	KEI			liàng			dí kiềng	
鍅				fa				
鍆				mén		mun4		
鍈	EI YOU	영	YENG	yīng				
镖				biāo		biu1		
镗				tāng		tong1		
镘				màn		maan6		
镙				luó				
镚				bèng				
镛				yōng		jung4		
镜				jìng	jing4(285)	geng3		
镝				dī		dik1		
镞				zú		zuk6		
镟				xuàn		syun4		
镠	RYUU			liú		lau4		
镼				qū		gwat6		
閵				lìn		leon6		
閶	SHOU TOU	창	CHENG	chāng		coeng1		*chiɑng
閸				kǔn				
閹	EN	엄	EM	yān		jim1		
閺	BEN MIN			wén				
閻	EN SEN	염	YEM	yán		jim4		iɛm
閼	A YO EN	알	AN	è		aat1 aat3 jin1		
閽	KON	혼	HON	hūn		fan1		xuən
閾	YOKU IKI KYOKU	역	YEK	yù		wik6	vắc	
閿	BUN			wén		man4		
闀				xiàng				
闁				bāo				
闂				hòng				
阛				huán		waan4		
隦	HEI HI BI			jiǎo				
隧	SUI TSUI TAI	수	SWU	suì	sui4(22)	seoi6		
隨	ZUI SUI	수	SWU	suí	sui2(599)	ceoi4	tuỳ	*ziuɛ
隩	OU IKU	오	O	ào		juk1 ou3		qiuk qɑ̀u
險	KEN	험	HEM	xiǎn	xian3(222)	him2	hiểm	*xyɛ̌m
隫				fén				
隷	REI	례	LYEY	lì		dai6 lai6		lèi
雔				chóu		cau4		
雕	CHOU	조	CO	diāo	diao1(38)	diu1		*deu
霋				qī		saap3		
霌		주	CWU	zhōu				
霍	KAKU	곽	KWAK	huò		fok3	hoắc	xuɑk
霎	SOU SHOU	삽	SAP	shà	sha4(11)	saap3 sap3		
霏	HI	비	PI	fēi		fei1	phay	piəi
霐				hóng				
霑	TEN	점	CEM	zhān		zim1	dìm	djiɛm
霒				yīn		jam1		
霓	GEI	예	YEY	ní		ngai4	nghi	*ngei
霔		주	CWU	zhù				
霕				tún				
霖	RIN	림	LIM	lín		lam4	lâm	
霗				ling				
靛	TEN DEN	전	CEN	diàn		din6		
靜	SEI JOU	정	CENG	jìng	jing4(449) jing5(28)	zing6		*dzhiɛ̌ng
靦	TEN	전	CEN	tiǎn		min5 tin2		
鞓				tīng				
鞔			MAN	mán		mong1 mun4 mun6		
鞕	GOU GYOU			yìng				
鞖	SAI			suī				
鞗	TOU DOU			tiáo		tiu4		
鞘	SOU SHOU	초	CHO	qiào		ciu3 saau1		shrau
鞙	KEN GEN			xuàn		gyun1 jyun5		
韒				qiào				
韰				xiè		haai6		
韸	HOU BO FUU FU			péng				
頤	I		I	yí		ji4		
頥	I			shěn				
頭	TOU ZU TO	두	TWU	tóu	tou2(3058) tou5(715)	tau4	đầu	*dhou
頮	KAI KE	회	HOY	huì				
頯	KAI KYUU GU			kuí		kwai4		
頰	KYOU	협	HYEP	jiá	jia2(10)	gaap3 haap3		gep
頱				luō				
頲	TEI CHOU			tǐng		ting5		
頳	TEI CHOU			chēng				
頴	EI			yǐng			nhánh	
頵	IN KIN GIN			yūn		gwang1 wan1		
頶				hú				
頷	KAN GAN	암	AM	hàn		ham5		hòm hǒm
頸	KEI	경	KYENG	jǐng	jing3(13)	geng2		giɛ̌ng
頹	TAI TA	퇴	THOY	tuí		teoi4		*dhuəi
頺				tuí			đồi	
頻	HIN BIN	빈	PIN	pín	pin2(48)	pan4		*bhin
頼	RAI		LOY	lài		laai6		
頽	TAI TA		THOY	tuí				
颞				niè		nip6		
颟				mān		mun4		
颠				diān	dian1(49)	din1		
颡				sǎng		song2		
颴	SEN ZEN			xuàn				
颵				shāo				
飙				biāo		biu1		
飚				biāo				
餐	SAN SON	찬	CHAN SON	cān	can1(44)	caan1		*tsɑn
餑	HOTSU BOCHI			bō		but6		
餒	DAI	뇌	NOY	něi		neoi5 noi5	nuôi	
餓	GA	아	A	è	e4(164)	ngo6		ngɑ̀
餔	HO FU	포	PHO	bù		bou1 bou3 bou6		
餕	SHUN SEN ZEN	준	CWUN	jùn		zeon3		
餖	TOU ZU			dòu		dau6		
餗	SOKU SAKU			sù		cuk1		
餘	YO	여	YE	yú		jyu4	dư	*iu
餙				shì		sik1		
餝	SHOKU CHOKU			shì				
馞				bó		but6		
馟	TO ZU			tú				
馠				hān				
駡	BA			mà		maa6		
駢	HEN BEN	변	PYEN PYENG	pián		pin4 ping4	bền	
駣				táo		tou4		
駤				zhì		zi3		
駥				róng				
駦				téng		tang4		
駧	TOU ZU			dòng				
駨		순	SWUN	xūn				
駩				quān				
駪	SHIN	신	SIN	shēn		san1		
駫	KEI KYOU			jiōng				
駬	JI NI			ěr		ji5		
駭	KAI GAI	해	HAY	hài		haai5 hoi4 hoi5	hãi	hæ̀i
駮	HAKU KAKU	박	PAK	bó		bok3		
駯				zhū				
駰	IN			yīn		jan1		
駱	RAKU	낙 락	LAK	luò	luo4(116)	lok3 lok6		lɑk
駲				zhou				
骸	KAI GAI	해	HAY	hái		haai4 hoi4	hài	
骹	KOU KYOU GOU	교	KYO HYO	qiāo		gaau3 haau1		
骺				hóu				
骻	KA KE			kuà		kwaa2 kwaa3		
骼	KAKU	격	KYEK	gé	ge2(22)	gaak3		gæk
髵	JI NI			ér				
髶				róng				
髷	KYOKU			qū				
髸				gōng				
髹	KYUU KU SHI	휴	HYU	xiū		jau1		
髺	GATSU GACHI	괄	KWAL	kuò		kut3		
髻	KEI KITSU	계	KYEY	jì		gai3		gèi
鬇				zhēng				
鬨	KOU	홍	HONG HANG	hòng		hung6		
鬳	KEN GAN GEN GON			yàn		jin6		
魇				yǎn		jim2		
魺				hé				
魻				xiá				
魼				qū		heoi1 keoi1		
魽				hán				
魾				pī		pei1 pei4		
魿	REI RYOU RIN			líng				
鮀	TA DA	타	THA	tuó		to4		
鮁				bō				
鮂				qiú		cau4		
鮃	HYOU HEI	평	PHYENG	píng				
鮄	FUTSU BUCHI			fú				
鮅	HITSU BICHI			bì		bit1		
鮆	SEI ZAI SHI JI			cǐ		cai5 zai1		
鮇	BI MI			wèi		mei6		
鮈				jū		keoi1		
鮉	CHOU			diāo			quẳng chạo	
鮊	HAKU BYAKU HA BE			bà				
鮋	YUU YU SHUU JU			yóu				
鮌				gǔn				
鮍	HI			pī				
鮎	NEN	점	CEM	nián				
鮏	SEI SHOU SOU			xīng				
鮐	TAI I		THAY	tái		toi4		
鮑	HOU	포	PHO	bào		baau1 baau6		bhǎu
鮒	FU BU	부	PWU	fù		fu6		
鮓	SA	자	CA	zhǎ		zaa2		
鮔	KYO			jù				
鮕				gū				
鮖				shi				
鮗		동	TONG	dong				
鮘				dai				
鮣				yìn				
鲭				qīng		cing1		
鲮				líng		ling4		
鲯				qí				
鲰				zōu		zau1		
鲱				fēi				
鲲				kūn		gwan1		
鲳				chāng		coeng1		
鲴				gù				
鲵				ní		ngai4		
鲶				nián		nim4		
鲷				diāo		diu1		
鲸				jīng	jing1(64)	king4		
鲹	SOU			shēn				
鲺				shī				
鲻				zī		zi1		
鴊				zhèng				
鴏				dài				
鴐				gē		gaa1		ga
鴑	DO NU			rú				
鴒	REI RYOU	령	LYENG	líng		ling4		leng
鴓				miè				
鴔				fú		fuk6		
鴕	TA DA	타	THA	tuó		to4		
鴖				mín				
鴗	RYUU			lì		lap6		
鴘	HEN HON	변	PYEN	biǎn				
鴙		치	CHI	zhì				
鴚				gē				
鴛	EN ON	원	WEN	yuān		jin1 jyun1	uyên	*qiuæn
鴜	SHI			cí				
鴝	KU GU			qú		keoi4	cu	
鴞	YOU KYOU			xiāo		hiu1		
鴟	SHI	치	CHI	chī		ci1		chi
鴠				dàn		taan3		
鴡				jū				
鴢				yǎo				
鴣	KO KU	고	KO	gū		gu1		go
鴤				dōng				
鴥				yù		wat6		
鴦	YOU OU	앙	ANG	yāng		joeng1	ương	*qiɑng
鴧				ròng				
鴨	OU	압	AP	yā	ya1(41)	aap3 ngaap3		qap
鴩				tiě				
鴪	ITSU			yù				
鴫				tian				
鴬	OU YOU			yīng				
鹥				yī		ji1		
鹦				yīng		jing1		
鹧				zhè		ze3		
鹨				liù		lau6		
鹷		령	LYENG	líng				
鹾				cuó		co4		
麅	HOU BYOU			páo				
麆				zhù		cyu4		
麇	KIN KUN GUN		KYUN KWUN	jūn		gwan1 kwan4		
麈	SHU SU		CWU	zhǔ		zyu2		
麬	FU			fū				
麭	HOU			pào				
麮	KYO KO			qù				
麺	MEN		MYEN	miàn			miến	
黅		금	KUM	jīn				
黆	KOU			guāng				
黔	KEN KIN	검	KEM KUM	qián		kim4		ghyɛm
黕	TAN TON CHIN			dǎn		daam2 dam2		tǒm
黖		기	KI	xì				
黗				tūn				
默	MOKU	묵	MWUK	mò	mo4(199)	mak6	mặc	*mək
黺		분	PWUN	fěn				
鼒	SHI JI			zī		zi1		
鼼	GYOU KYUU KU KYOU			yǎo		hiu3		
鼽	GU KYUU		KWU	qiú		kau4		
齓	SHIN SON TON			chèn				
龍	RYUU ROU	룡 용	LYONG LONG PANG	lóng	long2(76)	lung4	long	*liong
龜	KI KYUU KIN	구 귀 균	KWU KYUN KWI	guī	gui1(11)	gau1 gwai1 gwan1		giou gyui
龜	KI KYUU KIN	구 귀 균	KWU KYUN KWI	guī	gui1(11)	gau1 gwai1 gwan1		giou gyui
龜	KI KYUU KIN	구 귀 균	KWU KYUN KWI	guī	gui1(11)	gau1 gwai1 gwan1		giou gyui
駱	RAKU	낙 락	LAK	luò	luo4(116)	lok3 lok6		lɑk
擄	RYO	노 로	LO	lǔ		lou5		
盧	RO RYO	노 로	LO	lú		lou4	lư	*lo
錄	ROKU RYO	녹 록	LOK YE	lù	lu4(143)	luk6		
諾	DAKU	낙 락	NAK LAK	nuò		nok6	nặc	
曆	REKI	력 역	LYEK	lì		lik6	lịch	
歷		력 역	LYEK	lì	li4(819)	lik6	lịch	*lek
隸	REI I	예	LYEY	lì	li4(73)	dai6 lai6		
燎	RYOU	료 요	LYO	liáo		liu4 liu6	díp liệu	liɛ̀u liɛ̌u
遼	RYOU	료 요	LYO	liáo	liao2(32)	liu4		*leu
龍	RYUU ROU	룡 용	LYONG LONG PANG	lóng	long2(76)	lung4	long	*liong
罹	RI RA	리 이	LI	lí		lei4		liɛ
燐	RIN	린 인	LIN	lín		leon4	lân	
璘	RIN	린 인	LIN	lín		leon4		
糖	TOU	당 탕	TANG THANG	táng	tang2(97)	tong2 tong4	đường	
輻	FUKU	복 폭	POK PHOK	fú	fu2(31)	fuk1		
諸	SHO	제	CEY	zhū	zhu1(24)	zyu1	chư	*jiu
﨨								
