[								
]								
㐥								
兣				lǐ				
冀	KI	기	KI	jì		kei3		gyì
冪	BEKI	멱	MYEK	mì		mik6		
凝	GYOU	응	UNG	níng	ning2(138)	jing4 king4	ngưng	*ngiəng ngiəng
凞	KI	희	HUY	xī				
劐	KAKU KYAKU		HWAK	huō				
劑	ZAI SEI SUI	제	CEY	jì	ji4(79)	zai1	tễ	
劒	KEN	검	KEM	jiàn				*gi(u)æ̀m
劓	GI GEI	의	UY	yì		ji6		
劔	KEN		KEM	jiàn				
勳	KUN	훈	HWUN	xūn		fan1		*xiuən
匴	SAN SEN		SAN	suǎn		syun2 syun3		
叡	EI	예	YEY	ruì		haai6 jeoi6		
噞	GEN		EM	yǎn		jim1 jim2	thèm	
噟	YOU			yìng				
噠	TATSU TACHI DACHI		TAL	dā		daat6	đặt	
噡	SEN TAN			zhān			thèm	
噢	IKU U KU IU		WUK WU	ō	o1(103)	juk1 jyu2 o1 ou3		
噣	CHU CHUU TOU TSU SHOKU SOKU		CWU THAK	zhòu		doek3 zau3 zyu1		
噤	KIN	금	KUM	jìn		gam3 kam1	gặm	
噥	DOU NU DAU NYOU	농	NONG	nóng		nung4	nũng	
噦	ETSU OCHI ECHI KI KE KEI KAI		EL HWAY	huì		jyut6 wai3	oẹ	
噧			HWAY	xiè				
器	KI	기	KI	qì	qi4(771)	hei3	khí	kyì
噩	KAKU	악	AK	è		ngok6		
噪	SOU	조	CO	zào	zao4(15)	cou3	tháo	sɑ̀u
噫	I AI OKU	희	HUY AY	yī		ji1		qiə
噬	ZEI	서	SE	shì		sai6	phè	zhiɛ̀i
噭	KYOU KEKI KYAKU	교	KYO	jiào		giu3		gèu
噮	EN		YEN	yuàn				
噯	AI GAI	애	AY	āi		oi2	áy	
噰	YOU YU		ONG	yōng		jung1		
噱	KYAKU GAKU		KYAK	jué		coek3 kek3 koek6		
噲	KUWAI KE WAI E KATSU KACHI	쾌	KHWAY	kuài		faai3	gọi	
噳	GU		WU	yǔ		jyu5 koek3		
噵	DOU TOU			dào				
噶	KATSU KACHI	갈	KAL	gá		gaa1	gắt	
噷	KIN			hm		am1 hm1	hăm	
噸	TON	톤	THON	dūn	dun1(157)	deon1		
噹	TOU			dāng		dong1		
噺		신	SIN	xin				
噻				sāi				
噼				pī		pek1 pet1 pet6		
圛	EKI YAKU		YEK	yì		jik6		
圜	KAN EN	원	WEN HWAN	huán		jyun4 waan4		
墺	OU IKU	오	O OK	ào		ou3		
墻	SHOU	장	CANG	qiáng		coeng4	tường	
墼	KEKI KYAKU			jī		gik1		
墽	KAU KEU			qiāo				
墾	KON	간	KAN	kěn	ken3(10)	han2	khẩn	
墿	EKI TO			yì				
壀				pí				
壁	HEKI	벽	PYEK	bì	bi4(149)	bek3 bik1 bik3	bích	bek
壂	TEN DEN			diàn				
壃		강	KANG	jiāng				
壄	YA			yě				
壅	YOU	옹	ONG	yōng		jung1 jung2		
壆	KAKU GAKU			xué		bok3		
壇	DAN TAN	단	TAN	tán		taan4	đàn	dhɑn
壈	ON RAN			lǎn		lam5	bậm	lǒm
壉	KYO			jù				
壊	KAI			huài				
壋				dàng				
壌	JOU		YANG	rǎng		joeng6		
夁				yī				
奮	FUN	분	PWUN	fèn	fen4(281)	fan5	phấn	biə̀n
奯	KATSU KACHI			huò				
嬐	SEN GEN GIN GON			xiān		cim1		
嬑				yì				
嬒				huì				
嬓	KEU			jiào		giu3		
嬔	HU			fù				
嬕				shì				
嬖	HEI	폐	PHYEY	bì		pei3	bế	
嬗	SEN ZEN TAN			shàn		sin6		
嬘				suì				
嬙	SHOU ZOU SHOKU SHIKI	장	CANG	qiáng		coeng4		
嬚	REN			liǎn				
嬛	KEN KEI GYOU	현	HYEN	huán		hyun1 king4		
嬜				xīn				
嬝	JOU			niǎo		niu5		
嬞	TOU			dǒng				
嬟				yì				
嬠	SAN			cān				
嬡	AI			ài		oi3		
嬢	JOU		YANG	niáng				
嬴	EI	영	YENG	yíng		jing4		iɛng
學	GAKU	학	HAK	xué	xue2(5640)	hok6	học	*hak
孹				bò				
寯	SHUN	준	CWUN	jùn		zeon3		
寰	KAN	환	HWAN	huán		waan4		huan
嶦				zhān				
嶧	EKI YAKU SEKI SHAKU	역	YEK	yì		jik6		
嶨	KAKU GAKU			xué		bok3 hok6		
嶩	DAU			náo		naau4		
嶪	GYOU	업	EP	yè		jip6		
嶫	GYOU	업	EP	yè				
嶬	GI			yí				
嶭	GATSU GACHI GETSU GECHI			niè		jit6		
嶮	KEN	험	HEM	xiǎn		him2		
嶯	SHIU SAU			jí				
嶰	KAI GE KE	해	HAY	xiè		haai5		
嶱	KATSU KACHI			kě		got3		gɑt
嶲	KEI E KI SUI			xī		kwai4 seoi2 seoi5		
嶳				dì				
嶴	AU OU IKU			ào		ngou3 ou3		
嶵	SAI			zuǐ				
嶶				wei				
幦	BEKI KEKI KYAKU			mì		mik6		
幧	SEU SAU SOU			qiāo		ciu1 ciu4		
幨	SEN	첨	CHEM	chān		cim1 zim1		
幩	HUN BUN HI			fén		fan4		
廥	KAI KE	괴	KOY	kuài		kui2 kwui2		
廦	HEKI HIYAKU			bì				
廧	SHAU ZAU	장	CANG	qiáng		coeng4		
廨	KAI KE	해	HAY	xiè		gaai3 haai6		
廩	RIN	름	LUM	lǐn		lam5	lẫm	
廪	RIN			lǐn		lam5		lǐm
彊	KYOU GOU	강	KANG	jiàng		goeng1 goeng6 koeng4 koeng5	cương	*ghiɑng
彋	KAU GYAU KO KU			hóng		wang4		
彛	I	이	I	yí				
彜	I			yí				
徻				huì				
徼	KYOU GYOU YOU	요	YO	jiǎo		giu2 giu3 jiu1		gèu
慭	GIN KIN			yìn				
憊	HAI HEI	비	PI	bèi		baai6 bei6		
憋	HETSU HECHI		PYEL	biē	bie1(19)	bit3		
憌				qióng				
憑	HYOU	빙	PING	píng	ping2(134)	bang6 pang4	bằng	*bhiəng
憖	GIN KIN	은	UN	yìn		jan6		
憗	GIN KIN			yìn				
憙	KI SHI	희	HUY	xī				
憝	TAI ZUI DAI			duì		deoi6		
憠	KETSU			jué				
憥	ROU			láo				
憨	KAN GAN	감	KAM	hān		ham1	hám	kyɛ̀i
憩	KEI	게	KEY	qì		hei3		
憴				shéng				
憶	OKU	억	EK	yì	yi4(110)	jik1	ức	*qiək
憷				chù		co2		
憸	SEN KEN	섬	SEM	xiān		cim1		
憹	DOU NU NYOU NOU			náo				
憺	TAN	담	TAM	dàn		daam6		
憽				sōng				
憾	KAN	감	KAM	hàn	han4(21)	ham6	hám	
憿				jiǎo				
懀	WAI E WATSU WACHI			wèi				
懁	KEN KAN GEN			xuān		gyun1 hyun1		
懂	TOU TSU			dǒng	dong3(377)	dung2		
懃	KIN GON	근	KUN	qín		kan4	cần	
懄				qín		kan4		
懅				jù		keoi4		
懆	SOU	조	CO	cǎo		co3 cou2		
懇	KON	간	KAN	kěn	ken3(64)	han2	khấn	kə̌n
懈	KAI KE	해	HAY	xiè		gaai3 haai5 haai6		
應	YOU OU	응	UNG	yīng	ying1(1045) ying4(400) ying5(213)	jing1 jing3	ứng	*qiəng *qiə̀ng
懊	OU	오	O	ào		ou3	ảo	qɑ̀u
懌	EKI	역	YEK	yì		jik6		
懍	RIN RAN			lǐn		lam5		
懎	SHOKU SHIKI			sè				
懏	SHUN			jùn				
懐	KAI			huái				
懒				lǎn	lan3(31)	laan5		
懓				ài			áy	
懔	RIN RAN			lǐn		lam5		
戰	SEN	전	CEN	zhàn	zhan4(2420)	zin3	chiến	*jiɛ̀n
撆				piē		pit3		
撉				dūn		dan3 doe1		
撻	TACHI TATSU	달	TAL	tà		daat3 taat3		tɑt
撼	KAN	감	KAM	hàn	han4(17)	ham6		hǒm
撽	KOU KYOU KEKI KYAKU			qiào		gik1		
撾	TA TE KA	과	KWA	wō		gwo1 zaa1		
撿	REN KEN	검	KEM	jiǎn	jian3(26)	gim2		
擀				gǎn				
擁	YOU	옹	ONG	yōng	yong1(122)	jung2 ung2		*qiǒng
擂	RAI			léi		leoi4		
擃				nǎng		nong5	nống	
擄	RYO	노 로	LO	lǔ		lou5		
擅	SEN	천	CHEN	shàn		sin6	chen	zhiɛ̀n
擇	TAKU EKI	택	THAYK	zé	ze2(71)	zaak6	trạch	djhæk
擈				pū				
擉	SAKU TAKU SHOKU ZOKU	착	CHAK	chuò		cok3	thọc	
擊	GEKI KEKI	격	KYEK	jī	ji1(644)	gik1		*gek
擋	TOU			dǎng	dang3(83)	dong2 dong3		
擌	SAKU CHAKU			sè				
操	SOU	조	CO	cāo	cao1(133)	cou1 cou3		tsɑu tsɑ̀u
擏				qíng		geng6 king4		
擐	KAN GEN KEN SEN	환	HWAN	huàn		gwaan3		
擑	SHOU SETSU			jiē				
擒	KIN	금	KUM	qín		kam4		ghyim
擓				kuǎi				
擔	TAN KETSU SEN	담	TAM	dān	dan1(297) dan4(61) dan5(36)	daam1 daam3		
擕	KEI	휴	HYU	xié				
擖				kā		kaa1 kat6		
擗	HEKI BYAKU HYAKU HAKU	벽	PYEK	pǐ		pik1		bɛk
擘	HAKU HEKI BYAKU	벽	PYEK	bāi		maak3		
擙				ào		ngou1 ou1		
據	KYO KO KEKI	거	KE	jù	ju4(805)	geoi3	cớ	*giù
擛				yè			dẹp	
擜				e				
擝				meng		mang1 mang3		
攳				xún				
敼				yǐ				
敽	KYOU GYOU			jiǎo				
敾		선	SEN	shan				
敿	KYOU GYOU			jiǎo		giu2		
斓				lán		laan4		
斢				tiǎo				
斴	RIN			lín				
旘	SHI			zhì				
旙	HAN			fān				
暸	RYOU	료	LYO	liáo		liu4		
暹	SEN	섬	SEM	xiān		cim1 cim3	xiêm	
暺				dàn				
暻	KEI KYOU	경	KYENG	jǐng				
暼	HETSU HECHI			piē				
暽				lín				
暾	TON	돈	TON	tūn		tan1		
暿	KI	희	HUY	xǐ				
曀	EI I	에	EY	yì		ai3 ngai3	ế	
曁	KI	기	KI	jì				
曂	KOU OU			huàng				
曃	TAI DAI			dài				
曄	YOU	엽	YEP	yè		jip6		
曅	YOU	엽	YEP	yè				
曆	REKI	력 역	LYEK	lì		lik6	lịch	
曇	DON TAN	담	TAM	tán		taam4		
曈	TOU TSU			tóng		tung4		
曉	GYOU KYOU	효	HYO	xiǎo	xiao3(83)	hiu2	hẻo	*xěu
曊				fèi				
曋				shěn				
曌	SHOU			zhào		ziu3		
曍				hào				
朆				fēn				
朣		동	TONG	tóng		tung4		dhung
朤				lǎng				
朥				lao				
樲	JI NI CHI			èr		ji6		
樳				xún			đẽo giầm	
樴	SHOKU SHIKI			zhí		zik1		
樵	SHOU	초	CHO	qiáo		ciu4		*dzhiɛu
樶	SAI			zuī			chuối	
樷	SOU ZU			cóng				
樸	BOKU HAKU HOKU	박	POK PAK	pǔ		buk6 pok3	phác	pak
樹	JU	수	SWU	shù	shu4(856)	syu6	thụ	*zhiò *zhiǒ
樺	KA	화	HWA	huà	hua4(12)	waa4 waa6		
樻	KI GI	궤	KWEY	kuì		gwai6		
樼				zhēn		zeon1		
樽	SON	준	CWUN	zūn		zeon1		*tzuən
樾	ETSU OCHI			yuè		jyut6	vẹt	
樿	SEN ZEN			shàn		sin6 zin2		
橀				xī				
橁				chūn		ceon1 ceon4		
橂				diàn				
橃		벌	PEL	fá				
橄	KAN	감	KAM	gǎn		gaam3 gam2 gam3		
橅	BO MO			mó			vồ	
橆	BU MU			wǔ		mou4		
橇	ZEI SEI KYOU	취	CHWI	qiāo		ceoi3 hiu1		
橈	DOU JOU NYOU	요	YO	ráo		jiu4 naau4		njiɛu
橉	RIN			lìn		leon4 leon6	săng	
橊	RYOU RU	류	LYU	liú		lau4	lựu	
橋	KYOU KOU	교	KYO	qiáo	qiao2(547)	kiu4	kiều	*ghyɛu
橌				xiàn				
橍				rùn				
橎	HAN BON			fán				
橏				zhǎn				
橐	TAKU SHA	탁	THAK	tuó		tok3		tɑk
橑	ROU			lǎo		liu4 lou5		
橒	UN	운	WUN	yún				
橓		순	SWUN	shùn				
橔				dūn				
橕	TOU CHOU			chēng		caang1		
橖	TOU CHOU			táng				
橗				méng				
橘	KITSU	귤	KYUL	jú	ju2(56)	gwat1	quất	*guit
橙	TOU	등	TUNG CUNG	chéng		caang2 caang4	chanh	djhɛng
橚		숙	SWUK	sù		suk1		
橛	KETSU KACHI KEI KE			jué		gyut6 kyut3	cột	
橜				jué		gyut3		
橝				diàn		taam4		
橞				huì		wai6		
機	KI	기	KI	jī	ji1(2563)	gei1	cơ	*giəi
橠				nuǒ				
橡	SHOU ZOU	상	SANG	xiàng	xiang4(29)	zoeng6		ziɑ̌ng
橢	DA	타	THA	tuǒ	tuo3(11)	to5		
橣				nǐng				
橤	ZUI NI			ruǐ		jeoi5	nhuỵ	
橦	TOU SHOU SOU	동	TONG	tóng		cong4 tung4		dhung djhang jiong
橧	SOU SHOU ZOU			zēng		zang1		
橨				fén				
橩				qióng				
橪	ZEN NEN EN			rǎn		jim5		
橫	OU KOU	횡	HOYNG	héng	heng2(131)	waang4 waang6		*huæng guɑ̀ng
橬				qián			trắm	
橭				gū				
橮				liǔ				
橯				lào			rào	
橰				gāo				
橱	ZU CHUU CHU			chú		cyu4		
橲				xi				
橳				sheng				
橵		산	SAN	san				
橶				jí				
橷				dōu			dâu	
橸	SHOU			jing				
橹				lǔ		lou5		
橺				jian		gaan3	giàn	
橻				chu				
橼				yuán		jyun4		
歔	KYO	허	HE	xū		heoi1		
歕				pēn		fan5 pan1 pan3		
歖	KI I			xǐ				
歗				xiào				
歘	KUTSU KUCHI			chuā				xiuət
歙	KYUU SHOU KYOU	흡	HUP	shè		kap1 sip3		
歚		선	SEN	shàn				
歷		력 역	LYEK	lì	li4(819)	lik6	lịch	*lek
殧				jiù				
殨	KAI E KOTSU GOCHI			huì				
殩	SAN			cuàn				
殪	EI			yì		ji3	ế	
殫	TAN	탄	THAN	dān		daan1		
毇				huǐ		wai2		
毈				duàn		dyun6 wo5		
氃				tóng		tung4		
氄	JUU NYU			rǒng		jung5		
氅	SHOU	창	CHANG	chǎng		cong2		
氆				pǔ		pou2		
氇				lu		lou5		
澃	GEI KYOU			jiǒng				
澙	SEKI		SEK	xì				
澞				yú				
澟	RIN	름	LUM	lǐn				
澠	SHOU JOU BIN MIN			miǎn		man5 sing4		
