[																									
]																									
㾭	zh		ou		4	z		au		3															
㾮	h	u	a	ng	2		&u	o&ou	&ng	3&4															
㾯	h	u	i		1	f	u	i		1															
㾰	h		u		2			u		4															
㾱	b		ei		4	f		ai		3															
㾲																									
㾳																									
㾴	zh		a		1	z		aa		1															
㾵	j		i		4	g		ai		3															
㿣	h		e		1	h		o	t	8															
㿤	ch		u	n	3	c		eo	n	2&4															
㿴	d		a		1	d		aa	p	8															
㿵	r		a	n	3	z		i	m	5															
䀆	j		i	n	4	z		eo	n	6															
䁊		u	o		4		u	aa	t	8															
䁋	x	i	e		4	h&s		i	p&t	8&8&8															
䁌		i	u		4		u	aa	n	3															
䁍	q	i	a		4	h		a	p	7															
䁎	ch		e	ng	2	c		aa	ng	4															
䁏		i	ao		3	m	i	u		5															
䁐		i	i	ng	1	z		i	ng	1&3															
䁑		i	a	ng	2	z		oe	ng	4															
䁒	j		i		2	c&z		a&aa	p	7&9															
䁓	z		o	ng	1	g&z		ai&u	&ng	1&3															
䁔	x	u	a	n	1	&h	&i	o&u	n	1&6&6															
䁕	m		i	n	2	m		a	n	4															
䁖	l		ou		1	l		aau		1															
䂉	h		ou		2	h		aai&aau		4&6															
䂕	h	u	i		4	f&ng	&u	aa&i	&t	3&9															
䃈	j	i	e		1	g		aai		1															
䃉	m		i	n	2	m		a	n	4															
䃊	j		u		3	z		eoi&i	&k	2&7&9															
䃋		i	u		2	z	i	u		4															
䃌	zh		e	n	1	z		a	n	1															
䃍	zh		ao		4	z		eoi		6															
䃎	zh		a		4	z		a&aa	&k	3&8															
䃏	x		i	ng	1	s		aa&i	ng	1&2															
䃐																									
䄓	h	u	a	ng	2		u	o	ng	4															
䄔	j		u		3	g		eoi		2															
䄕	sh		e		4	s		e		5															
䄖																									
䄗																									
䅠	t		i		2	t		aai&eo	&n	1&4															
䅡	x		u		3	s		eoi		2															
䅢	j	i	u		4	z		aau		6															
䅣	h	u	a	ng	2		u	o	ng	4															
䅤	q		i		4	h		ei		3															
䅥	j	i	e		2	k		i	t	8															
䅦	m		ao		2	n		au		4															
䅧		i	a	n	1	z		aa&i	m	1&3&3															
䅨						h		@&eoi	&ng	1&2															
䅩	zh		i		3	z		i		2															
䅪	t	u	i		2	t		eoi		4															
䅫																									
䆪	h		o	ng	1	h		@	ng	1&3															
䆫	ch	u	a	ng	1	c		oe	ng	1															
䈁	l		u	n	2	l		eo	n	4															
䈂	p		i	ng	2	b&k&p	&i	i&u	&ng	3&4&5															
䈃	zh		ao		3	z	i	u		2															
䈄	h		a	n	2	h		a	m	4															
䈅		i	u		4		u	i	k	9															
䈆	d		ai		4	d		aai		6															
䈇	zh		ao		4	z		aau		3															
䈈	f		ei		2	f		ei		4															
䈉	sh		a		4	s		aa	p	8															
䈊	l		i	ng	2	l	&i	e&i&u	&ng	1&4&4&4															
䈋	t		a		4	d		a	p	9															
䈌	q		u		1	z		eoi		1															
䈍	m		a	ng	2	m		a	ng	4															
䊍	l		i		2	c&l		ei&i		1&4															
䊎	q	u	a	n	3	h	i	u	n	3															
䊏						s		a	m	2															
䊐	h		u	n	2		u	a	n	4															
䊑	x	i	a	ng	3	h		@	ng	2															
䊒						z		i	ng	1															
䋧	q		u		2	k		eoi		4															
䋨	f		u		3	f		u		2&3															
䋩			er		2	z		i		4															
䋪			e		1			o		1															
䋫	zh		e	ng	1	z		a	ng	1															
䋬	t	i	a	n	1	z		i	m	1															
䋭		i	u		4	z		u	k&ng	2&9															
䋮	j		i	n	4	g&k		aa&i	m	1&4															
䋯	q		i		3	h&k		@&aai	&ng	2&3															
䋰	j		u		2	g		u	k	9															
䋱	l		ai		2	l		oi		4															
䋲	ch		e		3	m&s&z		a&aa&i	n&ng	4&5&6															
䌽	c		ai		3	c		oi		2															
䍋	ch	u	i		2	c&s		eoi		4&4															
䍌	b		u		4	b&f		aau&ou		4&6															
䍞		i	u		4	&g	u	i	k	7&9															
䍟	z		o	ng	4	z		u	ng	3															
䍲	n		ai		2	n&ng		aai&ai		4&4															
䍳	q	u	e		4	k	i	u	t	8															
䍴		u	ei		3		u	ai		2															
䍵	zh		e	ng	1	k&z		aa	ng&p	1&7															
䍶	d		o	ng	1	d		u	ng	1															
䎏	h		a	n	2	h		aa	m	4															
䎐	ch		ao		3	c&z		au&e		2&2&4															
䎑	l		u		4	l		u	k	9															
䎒	zh		a	n	3	z		aa	n	2															
䎓	t		a		4	d		aa	p	9															
䎦		i	a	n	3	h&z		aa&i	m	2&2&5															
䎧	b		a	ng	4	p		o	ng	5															
䎨		i	e		4	&z		aa&i	m	1&3															
䎩	z		i		1	z		i		1															
䎪	n		e		4	n		eo	t	9															
䎺	zh		i		4	z		ai&i	&t	3&9															
䎻	zh		ou		4	z		aau		2															
䎼	l		u		4	l		u	k	9															
䎽		u	e	n	2	m		a	n	4															
䎾	g		u	n	3	g	u	aa	n	2															
䐜	ch		e	n	1	c		a	n	1															
䐝	s	u	o		4	s		o		2															
䐞	r	u	o		4	z		oe	k	9															
䐟	x	i	a	ng	3	g&h&ng		@&aau&o	&ng	1&2&6															
䐠	h	u	a	ng	3																				
䐢	zh		u		4																				
䐣	s		u	n	3	s	i	u	n	2															
䐤	ch		ai		1	c&z		ai		1&6															
䐥		u	e	ng	3	ng		o&u	ng	3&3								o	ng	5					
䐦	k		e		1	h&l		aa&au&i&o	&m&p&t	2&5&8&9															
䐧	k		ao		4	h		ou		3															
䐨	g		u		3	g		u	k	7															
䐩	g		ai		1																				
䐪	f		a	n	4																				
䑖																									
䑝	j	i	a		3	g		aa		2															
䑱		u	a	n	3			u	n	2															
䑲	zh		ao		4	z		au		3															
䑳	l		u	n	2	l		eo	n	4															
䑴	q		i		2	k&z		ei&i	&n	1&4															
䑵	m		u		4	m		u	k	9															
䑶	q	i	a	n	4	s		i	n	6															
䑷																									
䑸	z		o	ng	1	z		u	ng	1															
䓕	t	u	o		3		u	aai		2															
䓗	c		o	ng	1	c&t		u	ng	1&2															
䓘	g		ao		1	g		aau		3															
䓙	k	u	a		1	g	u	ai		1															
䓚	q		u		1	g		u		1															
䓛	q		u		1		u	aa	t	7															
䓜	zh		i		1																				
䓝	m		e	ng	4	l&m		a&aau	&ng	4&6															
䓞	l		i		4	l		eoi		6															
䓟	zh		ou		1	z		au		1															
䓠	t		a		4	d		a	p	9															
䓡	zh		i		1	z		i		1															
䓢	g		u		4	g		u		3															
䓣	l	i	a	ng	3	l		oe	ng	5															
䓤	h		u		1	f		a	t	7															
䓥	l		a		4																				
䓦	d	i	a	n	3	d		i	n	2															
䓧	c		i		4	g		i	k	7															
䓨		i	i	ng	1			aa	ng	1															
䓩																									
䓪																									
䓫	q		i		2																				
䓬																									
䓭	ch		a		4	c		a	t	8															
䖘	t		u		2																				
䖿	l		i		2	l		ei		4															
䗀	ch		e	ng	1																				
䗁	j		i		4																				
䗂	h		u		3	f		u		2															
䗃	zh		a	n	4	z		a	n	2&6															
䗄	f		u		3	f&g		u		2&2&6															
䗅	ch		a	ng	2	c		oe	ng	4															
䗆	g	u	a	n	3	g&s		u	n&ng	1&1&2															
䗇	j		u		2	g		u	k	7															
䗈	m		e	ng	2	m		o	ng	4															
䗉	ch		a	ng	1	c		oe	ng	1															
䗊	t		a	n	4											v		e	m	4					
䗕		u	a	n	3	z	i	u	n	1															
䘓	k		a	n	4																				
䘳	j		i	n	1	k		aa	m	1															
䘴						z		u	ng	1															
䘵	l		u		4	l		u	k	9															
䘶	h		a	n	1																				
䘷	b	i	e		1																				
䘸		i	i		4																				
䘹	z	u	i		4	c		eoi		3															
䘺	zh		a	n	4	z		aa	n	6															
䘻		i	u		4	z		u	k	9															
䘼		u	a	n	3			u	n	2															
䘽	n		i		2	ng		aai		4															
䘾	g	u	a	n	3	g&k		o&u	n&ng	2&3															
䘿	j	u	e		2	f&g	&u	aa	t	7&9															
䙀	b		e	ng	3	b		a	ng	1															
䙁	c		a	n	2	c		a	n	1															
䙂						z		u	ng	1															
䚂	h		e		4	h		a	k	7															
䚃		i	ou		2																				
䚛	h		u		2																				
䛝	n		ao		2																				
䛞	h		a	n	4	h		o	n	5															
䛟	j	i	a		2	g		a	p	8															
䛠	d		ou		4	d		aau		2&6															
䛡	h	u	a		4		u	aa		6															
䛢	t		u		1	t		u	k	7															
䛣	p		i	ng	1																				
䛤	c		u		4	c&z		o&u	k	7&9															
䛥	x		i		1	h		ei		1															
䛦	s		o	ng	4	z		u	ng	6															
䛧	m		i		2	m		ai		4															
䛨	x		i	n	4	s		eo	n	3															
䜮	l	i	ao		2	l		ou		4&6															
䜷	q		i	n	1	c		a	m	1															
䜸	m		ei		3																				
䜹	sh		u		4	c		u	k	7															
䝜	s	u	a	n	1	s	i	u	n	1															
䝳	c		a	n	2																				
䝴						z		ai		1															
䝵	b		u		4																				
䞓	ch		e	ng	1	c		i	ng	1															
䞔		u	ei		3	m		ei		5															
䞫		i	u	n	3																				
䞬	t		ou		4	t&z	&i	aau&u		3&4&5															
䞭	c		u	n	1																				
䞮	t		u		1																				
䞯	f		u		4																				
䞰	z	u	o		2																				
䞱	h		u		2																				
䞲																									
䟴	zh		e	n	4	ng&z		a&aa	n	1&3&3															
䟵	q	i	u		2	k		au		4															
䟶	z	u	o		4	c		o		3															
䟷	ch		i		4																				
䟸	k	u	i		2	k	u	ai		4															
䟹	l	i	e		4																				
䟺	b		ei		4	b	u	i		3															
䟻	d		u		4																				
䟽						s		o		1															
䡘	t	i	a	n	2	t		i	n	4															
䡙	l		a	ng	2	l		o	ng	4															
䡚	m		ao		4																				
䡛		i	i	n	4																				
䢆																									
䢢	c		a	ng	4																				
䢣		i	ao		2	z	i	u		4															
䢤	sh		u		4	s		eo&eoi	&t	2&9															
䢥		i	a	n	2	z		i	n	2&4															
䣈	h		a	ng	4	h&l		@&u	ng	6&6															
䣉																									
䣘	t		a	ng	2	t		o	ng	4															
䣙	p		ei		2																				
䣚	l		ou		2	l		au		4															
䣛	q		i		1	s		a	t	7															
䣜	c	u	o		2																				
䣺	j	u	a	n	1	g	i	u	n	1															
䣻	h		a	n	1																				
䤤	k		ai		1																				
䤥	g	u	i		3																				
䤦		iu	e		4	z	i	u	t	9															
䤧	h	u	i		4		u	aai		6															
䤨	p		i		4	&p	&u	a&aa&i	k&n	4&4&7															
䤩	ch		a		2																				
䤪	d	u	o		3	d		o		2															
䦀																									
䦊	n	i	ao		3																				
䦕	p		e	ng	1	p		i	ng	1															
䦖	x	i	e		2																				
䦗	x		u		4	g&k	u	i	k	7&7															
䦘	x	i	a	n	4	h		aa	n	6															
䦙	s		i		4	z		i		6															
䦚	k	u	a		4	k		u	t	8															
䦛	zh		e	ng	4	z		aa	ng	3															
䦶	zh		e	ng	4	z		aa	ng	3															
䧠	sh	u	a	n	4	s&z	&i	eo&u	n	1&2&4															
䧡		i	o	ng	1	z		u	ng	4															
䧢	q		u		1	k		eoi		1															
䧣						z		aa	n	1															
䧻						g		a	p	8															
䨏	c		i		2	c&m		aa&e&i	&k&n	4&4&8															
䨐	q	i	a		4	h		aa	p	7															
䨑	t		i		2	t		ai		4															
䨒		i	u		4			u		6															
䨓	l		ei		2	l		eoi		4															
䨔	b		ao		2	b		o	k	9															
䨕								u		1															
䨖	j		i		4	z		ai		3															
䩅	zh		a	n	3	z		i	n	2															
䩆	zh		a	n	3																				
䩇	zh		a	n	1																				
䩙	x	u	a	n	4	z	i	u	n	4															
䩚	d		i		4	d		aai		1&2															
䩛	b		i		4	b		i	t	7															
䩜	zh		ou		4	z		au		6															
䩝	p		ao		2	p		au		4															
䩞	t	i	e		2																				
䪐	b		i		4	b&f&m&p		aa&aai&ei&i	&t	3&6&8&9															
䪑	t	u	o		2	t		o		4															
䪒	zh		u		4	z	i	u		3															
䪓	d	i	e		1																				
䪪																									
䪶	j		u		1	z		eoi		1															
䪷	h		ou		4	g		aau		3															
䪸	m		i	n	2	m		a	n	4															
䪹	b		ai		1	p	&u	ai&ei&i		1&4&4															
䪺	g		e		2	g		o	k	8															
䪻	b	i	a	n	4	b		i	n	6															
䪼	zh	u	o		1	z	i	u	t	8															
䪽	h		ao		4	h		ou		6															
䪾	zh		e	n	3	c&z		aa	n	2&2															
䫾	b		i		1	b		i	k	7															
䫿	ch		ao		1	c	&i	oi&u		1&2&3															
䬀		i	ou		3	z		aau		1															
䬁		i	i		2	n&z	&i	aa&u		4&5&6															
䬂	x	u	e		4	z	i	u	t	9															
䬃	s		a		4	s		a&eo&ou	&n&p	3&3&8															
䬫	t		i		2	t		ai		4															
䬬		i	i	ng	3	z		oe	ng	1															
䬭						t		ou		1															
䬮		i	i		2	z		i		4&6															
䬯	n	i	a	n	2	n		i	m	1															
䬰	sh		ao		4	d&s	&i	ou&u		6&6															
䬱	b		e	n	4	b&g&m	&u	a&aa&i	k&n&ng	1&6&7															
䬲	g		ou		1	ng		aau		1															
䬳	b		a	n	3	b		a	n	2															
䬴	m		o		4	m		u	t	8															
䭯	b		o		2	b		u	t	9															
䭷	m		ao		2	&m		ou&u		4&4															
䭸	b		ao		3	f		u		6															
䭹			a	ng	2	ng		o	ng	4															
䭺			a	ng	3	ng		o	ng	4															
䭻	f		u		4	f		a	n	1															
䭼	q		i		2	k		ei		4															
䭽	q		u	n	2	g&k	u	aa&o	k&n	4&8															
䭾	t	u	o		2	t		o		4															
䯈		u	a	n	2	h&z	&i	i&u	n	2&4															
䯉		u	a		1			a	t	8															
䯩																									
䯯	s	u	o		1	s&z	&i	eoi&o&u		1&1&4															
䯰	j	i	e		4	g		aai		3															
䯱	p		i		1	p		ei		4															
䯲	p		a		1	b		aa		1															
䯳	s		o	ng	1	s&t		ou&u	&ng	1&4															
䯴	ch		a	ng	2	c		oe	ng	4															
䰙		i	i		3	g&ng		a&aa&aai&ei	&m&n	1&3&5&6															
䰚		u	e	n	2	m		a	n	4															
䰟	h		u	n	2		u	aa	n&t	4&4&7															
䰴	q		i		4	g		a	t	7															
䰵	z		i		1	z		i		1															
䰶																									
䲦	d		ai		4	d		aai		6															
䲧	d		u		4	c&d		aau&ou&u	&ng	3&4&6															
䲨	h		o	ng	2	h		@	ng	4															
䲩						s		i		1															
䲪	x		i		4	h		ei		3															
䲫						g&k		aau		1&1															
䴟	h	u	a	n	2			u	n	4															
䴬		i	i		4	z		i	k&m	2&9															
䴭	c		ai		2	c		o&oi		3&4															
䴮	sh		a	n	4	s		aa	n	3															
䵞	j		i	ng	4	k		i	ng	4															
僎	zh	u	a	n	4	s&z	&i	aa&u	n	2&6											s	&y	e&u	n	None&None
像	x	i	a	ng	4	z		oe	ng	6	s		a	ng	None	t	ư	ơ	ng	4	s&z	&y	o	u	None&None
僐	sh		a	n	4																s&z		e	n	None&None
僑	q	i	ao		2	k	i	u		4	k	y	o		None	q	u	êu		2		y	o	u	None
僒	j	i	o	ng	3																				
僓	t	u	i		3	t		eoi		4											&d&k&t		a&e	&i	None&None&None&None&None
僔	z		u	n	3	z	i	u	n	2											s		o	n	None
僕	p		u		2	b		u	k	9	p		o	k	None	b		ô	c	8	b		o	ku	None
僖	x		i		1	h		ei		1	h		uy		None						k		i		None
僗	l		ao		2	l		ou		4											r		a	u	None
僘	ch		a	ng	3																s	y	o	u	None
僙	g	u	a	ng	1																k		o	u	None
僚	l	i	ao		2	l	i	u		4	l	y	o		None	l	i	êu		1	r	y	o	u	None
僛	q		i		1	h		ei		1	k		i		None						k		i		None
僜	ch		e	ng	1																d&s&t	&y	o	u	None&None&None&None
僝	ch		a	n	2	c&s		aa	n	4&4											s&z		a&e	n	None&None
僞		u	ei		3	ng		ai		6		w	i		None						g&k		a&i		None&None
僟	j		i		1																g&k		e&i		None&None
僠	b		o		1																f		a	n	None
僡	h	u	i		4																				
僢	ch	u	a	n	3						ch		e	n	None						s	&y	e&u	n	None&None
僣	t	i	e		3	z		i	m	3											s		e&i	n	None&None
僤	d		a	n	4	d		aa	n	1&6						d		a	n	4	d&s&t&z		a&e	chi&n&tsu	None&None&None&None&None&None
僥	j	i	ao		3	&g&h	i	u		1&1&2&4		y	o		None	ngh		eo		4		y	o	u	None&None
僦	j	i	u		4	z		au		6	ch	w	u		None						s	y	u	&u	None&None
僧	s		e	ng	1	s&z		a	ng	1&1	s		u	ng	None	t		ă	ng	1	s		o	u	None
僨	f		e	n	4	f		a	n	5											h		o&u	n	None&None
僩	x	i	a	n	4	h		aa	n	5	h		a	n	None						g&k		a&e	n	None&None
僪	j		u		2																&g&k		e&i&o	chi&tsu	None&None&None&None&None&None
僫			e		4																				
僬	j	i	ao		1	z	i	u		1	ch		o		None						s&z		e	u	None&None
僭	j	i	a	n	4	c&z		i	m	3&3&5	ch		a	m	None	t	i	ê	m	3	s		e&i	n	None&None
僮	t		o	ng	2	t&z		u	ng	3&4	t		o	ng	None	đ		ô	ng	2	d&t		o	u	None&None
僯	l		i	n	4																r		i	n	None
僰	b		o		2	b		aa&o	k	8&9											b&h		o	ku	None&None
僱	g		u		4	g		u		3											k		o		None
僳	s		u		4	s		u	k	7															
僴	x	i	a	n	4																				
僷		i	e		4																				
儰		u	ei		3																		i		None
兢	j		i	ng	1	g		i	ng	1	k		u	ng	None	c		a	nh	4		y	o	u	None
冩	x	i	e		3	s		e		2											s	y	a		None
凘	s		i		1	s		i		1											s		a&e&i	&i	None&None&None
凳	d		e	ng	4	d		a	ng	3	t		u	ng	None						t		o	u	None
凴	p		i	ng	2						p		i	ng	None							y	o	u	None
