[																									
]																									
鐐	l	i	ao		2	l	i	u		4	l	y	o		None	b&r	&i	a&u	&nh	1&2	r	y	o	u	None
鐑	q	i	e		4																				
鐒	l		ao		2	l		ou		4						l&x	&o	a&ao		1&3					
鐓	d	u	i		4	d		eo&eoi	&n	1&6	t		ay		None						t		a	i	None
鐔	x		i	n	2	t		aa	m	4	s		i	m	None						s&z		i	n	None
鐕	z		a	n	1	z		aa	m	1											s		a	n	None
鐖	j		i		1	g		ei		1											g&k		a&e&i	&i	None
鐗	j	i	a	n	3																k		a&e	n	None
鐘	zh		o	ng	1	z		u	ng	1	c		o	ng	None	ch	u	ô	ng	1	s	y	o	u	None
鐙	d		e	ng	4	d		a	ng	1&3	t		u	ng	None	đ		â	ng	1	t		o	u	None
鐚		i	a		1																		a		None
鐛		i	i	ng	4																				
鐜	d	u	i		1																				
鐝	j	u	e		2																				
鐞	n		ou		4																				
鐟	z		a	n	1																t		e	i	None
鐠	p		u		3	p		ou		2															
鐡	t	i	e		3																t		e	chi&tsu	None
鐢	f		a	n	2																				
鐣	zh		a	ng	5																				
鐤	d		i	ng	3																				
鐥	sh		a	n	4						s		e	n	None										
鐦	k		ai		1																				
鐧	j	i	a	n	1																				
鐨	f		ei		4	f		ai		3															
镳	b	i	ao		1	b	i	u		1															
镴	l		a		4	l		a	p	9											r		o	u	None
镽	l	i	ao		3																				
闟	x		i		4	k&t		aa	p	7&8											d&k&s&t	&y	o&u	u	None
闠	h	u	i		4	f&g&k	u	ai&i		2&6	k	w	ey		None						g&k		a&i	&i	None
闡	ch		a	n	3	c&z		i	n	2	ch		e	n	None	x		e	n	3	s		e	n	None
隵	x		i		1																				
霮	d		a	n	4	d		aa	m	6															
霯	t		e	ng	4																				
霰	s		a	n	3	s		i	n	3	s		a&e	n	None						s		a&e	n	None
霱		i	u		4	l		eo	t	9													i	chi&tsu	None
露	l		u		4	l		au&ou		6	l		o		None	l		ô		4	r		o		None
霳	l		o	ng	2																r	y	u	&u	None
霴	d		ai		4																				
鞸	b		i		4						ph		i	l	None						h	&y	e&i&o	chi&i&tsu&u	None
鞹	k	u	o		4	k	u	o	k	8	k	w	a	k	None						k		a	ku	None
鞺	t		a	ng	1																t		o	u	None
鞻	l		ou		2	l		au		4															
韛	b		ai		4																b&f&h		a&u	i&ku	None
韠	b		i		4	b		a	t	7	ph		i	l	None						h		i	chi&tsu	None
韽			a	n	1	&ng		a	m	1&2															
韾		i	i	n	1																				
響	x	i	a	ng	3	h		@	ng	2	h	y	a	ng	None	h	ư	ơ	ng	3	k	y	o	u	None
顟	l		ao		2																				
顠	p	i	ao		3	p	i	u		5															
顡		u	ai		4																				
顢	m		a	n	2	m		u	n	1&4											b&m		a	n	None
顣	c		u		4	c		u	k	7											s	&y	a&e&u	ki&ku	None
颥	r		u		2																				
飁	x		i		2	z		aa	p	9															
飂	l	i	u		4	l	&i	au&u		4	l	y	o		None						r	&y	i&o&u	&ku&u	None
飃	p	i	ao		1																h	y	o	u	None
飄	p	i	ao		1	p	i	u		1	ph	y	o		None	ph	i	êu		1	h	y	o	u	None
饄	t		a	ng	2																				
饅	m		a	n	2	m		aa	n	4	m		a	n	None						b&m		a	n	None
饆	b		i		4																h		i	chi&tsu	None
饇		i	u		4		i	u		3												&y	o&u	&u	None
饈	x	i	u		1	s		au		1	s	w	u		None						s	y	u	&u	None
饉	j		i	n	3	g		a	n	2	k		u	n	None						k		i	n	None
馨	x		i	n	1	h		@	ng	1	h	y	e	ng	None	h		a	nh	1	k	&y	e&o	i&u	None
騩	g	u	i		1	g&k	u	ai		1&3															
騪	s		ou		1	s		au		1															
騫	q	i	a	n	1	h		i	n	1	k		e	n	None						k		e	n	None
騬	ch		e	ng	2	s		i	ng	4															
騭	zh		i		4	z		a	t	7	c		u	l	None						s&t	&y	i&o	chi&ku&tsu	None
騮	l	i	u		2	l		au		4											r	&y	u	&u	None
騯	p		e	ng	2																				
騰	t		e	ng	2	t		a	ng	4	t		u	ng	None						t		o	u	None
騱	x		i		2	h		ai		4															
騲	c		ao		3	c		ou		2															
騳	d		u		2	ng		au		6											d&t		o	ku	None
騴		i	a	n	4																				
騵		iu	a	n	2		i	u	n	4		w	e	n	None						g		a&e	&n	None
騶	z		ou		1	z		au		1	ch	w	u		None						s&t&z	&y	u	&u	None
騷	s		ao		1	s		ou		1	s		o		None	t		ao		1	s		o	u	None
騸	sh		a	n	4	s		i	n	3	s		e	n	None						s		e	n	None
骦	sh	u	a	ng	1	s		oe	ng	1															
骧	x	i	a	ng	1	s		oe	ng	1															
髆	b		o		2	b		o	k	8	p		a	k	None						h		a	ku	None
髇	x	i	ao		1	h		ou		1															
髈	b		a	ng	3	b		o	ng	2											b&h		o	u	None
髉	b		o		2																				
髊	c		i		1	c		i		1															
髋	k	u	a	n	1	f		u	n	1															
髌	b		i	n	4	b		a	n	3															
鬐	q		i		2	k		ei		4	k		i		None						g&k		i		None
鬑	l	i	a	n	2	l		i	m	4															
鬒	zh		e	n	3	z		a	n	2	c		i	n	None						s		i	n	None
鬓	b		i	n	4	b		a	n	3															
鬪	d		ou		4	d		au		3	th	w	u		None	đ		âu		3	t		o	u	None
鬸	l	i	u		4																				
魐	g		a	n	1																				
鯶	h		u	n	3																				
鯷	t		i		2	t		ai		4	c		ey		None						d&t		a&e	i	None
鯸	h		ou		2	h		au		4											g&k		o&u	&u	None
鯹	x		i	ng	1																s	&y	e&o	i&u	None
鯺	zh		u		1																s	y	o		None
鯼	z		o	ng	1																				
鯽	z		ei		2	z		i	k	7											s&z	&y	a&e&o	ki&ku	None
鯾	b	i	a	n	1																				
鯿	b	i	a	n	1	b		i	n	2											h		e	n	None
鰀	h	u	a	n	4																g&k		a	n	None
鰁	q	u	a	n	2																s&z		e	n	None
鰂	z		ei		2	z		a	k	7											s&z		o	ku	None
鰃		u	ei		1																	&w	a&e	&i	None
鰄		u	ei		1																		i		None
鰅		i	u		2		i	u	&ng	4															
鰆	ch		u	n	1	c		eo	n	1											s	y	u	n	None
鰇	r		ou		2																				
鰈	d	i	e		2	d		i	p	9	c		e	p	None						t	&y	o	u	None
鰉	h	u	a	ng	2		u	o	ng	4											k		o	u	None
鰊	l	i	a	n	4						l	y	e	n	None						r		e	n	None
鰋		i	a	n	3		i	i	n	2													e&o	n	None
鰌	q	i	u		1	&c	&i	au		1&4	ch	w	u		None						s	y	u	u	None
鰍	q	i	u		1	c		au		1	ch	w	u		None						s	y	u	u	None
鰎	j	i	a	n	3																				
鰏	b		i		1																h	&y	i&o	ki&ku	None
鰐			e		4	ng		o	k	9			a	k	None						g		a	ku	None
鰑		i	a	ng	2																	y	o	u	None
鰒	f		u		4	f		u	k	7	p		o	k	None						f		u	ku	None
鰓	s		ai		1	s		oi		1	s		ay		None						s		a&i	&i	None
鰔	g		a	n	3	g		a	m	3											g&k		a&e&o	n	None
鰕	x	i	a		1	h		aa		1	h		a		None						k		a		None
鰖	t	u	o		3																t		a		None
鰗	h		u		2																				
鰘	sh		i		5																				
鰚	x	u	a	n	5																				
鰛		u	e	n	1																		o	n	None
鰠	s		ao		1																				
鳜	g	u	i		4	g	u	ai		3															
鳝	sh		a	n	4	s		i	n	5															
鳞	l		i	n	2	l		eo	n	4															
鳟	z		u	n	1	c&z	i	u	n	1&5															
鶐	sh		u		4																				
鶒	ch		i		4	c		i	k	7											s&t	&y	a&e&o	&ki&ku	None
鶓	m	i	ao		2																b&m	y	o	u	None
鶔	r		ou		2																				
鶕			a	n	1																		a	n	None
鶖	q	i	u		1	c		au		1	ch	w	u		None						s	y	u	&u	None
鶗	t		i		2	t		ai		4											d&s&t&z		a&e&i	&i	None
鶘	h		u		2			u		4											g&k		o		None
鶙	t		i		2	t		ai		4															
鶚			e		4	ng		o	k	9			a	k	None						g		a	ku	None
鶛	j	i	e		1																				
鶜	m		ao		2																				
鶝	f		u		2																				
鶞	ch		u	n	1																				
鶟	t		u		2																				
鶠		i	a	n	3		i	i	n	2															
鶡	h		e		2	h		o	t	8	k		a	l	None						f&g&k		a&u	chi&i&ku&n&tsu	None
鶢		iu	a	n	2		i	u	n	4															
鶣	p	i	a	n	1																				
鶤	k		u	n	1	k	u	a	n	1	k		o	n	None						k		o	n	None
鶥	m		ei		2																				
鶦	h		u		2			u		4															
鶧		i	i	ng	1																				
鶨	ch	u	a	n	4																				
鶩		u	u		4	m		ou		6	m		o	k	None						b		o&u	&ku	None
鶪	j		u		2	g	u	i	k	7											k	&y	a&e	ki&ku	None
鶫	d		o	ng	5																				
鹹	x	i	a	n	2	h		aa	m	4	h		a	m	None						k		a	n	None
麘	x	i	a	ng	1																k	&y	o	u	None
麙	x	i	a	n	2	h&ng		aa	m	4															
麚	j	i	a		1																				
麛	m		i		2	m&n		ai&ei		4											b&m		a&e	i	None
麵	m	i	a	n	4	m		i	n	6	m	y	e	n	None						b&m		e	n	None
黁	n		u	n	2																				
黤		i	a	n	3		i	i	m	2													a&e&o	n	None
黥	q		i	ng	2	k		i	ng	4	k	y	e	ng	None						g&k		e	i	None
黦		iu	e		4		u	a	t	7															
黧	l		i		2	l		ai		4											r		a&e&i	&i	None
黨	d		a	ng	3	d		o	ng	2	t		a	ng	None						t		o	u	None
黩	d		u		2	d		u	k	9															
黪	c		a	n	3	c		aa	m	2															
鼍	t	u	o		2	t		o		4															
鼮	t		i	ng	2	t		i	ng	4															
鼯		u	u		2	ng		@		4			o		None						g		o		None
鼰	n	i	a	n	4																				
齙	b		ao		1	b		aau		1&6															
齚	z		e		2																s&z	&y	a	&ku	None
齛	x	i	e		4																				
齜	ch		ai		2	z		i		1															
齝	ch		i		1	c		i		1											s&t		i		None
齞		i	a	n	3		i	i	n	6											g		e	n	None
齟	j		u		3	z		eoi		2	c		e		None						s	&y	a&o		None
齠	t	i	ao		2	t	i	u		4	ch		o		None						t	y	o	u	None
齡	l		i	ng	2	l		i	ng	4	l	y	e	ng	None						r		e	i	None
齢	l		i	ng	2																r		e	i	None
齣	ch		u		1	c		eo	t	7											s	&y	e&u	tsu	None
龑		i	a	n	3		i	i	m	2&5											&g		e	n	None
藍	l		a	n	2	l		aa	m	4	l		a	m	None	l		a	m	1	r		a	n	None
襤	l		a	n	2	l		aa	m	4	l		a	m	None						r		a	n	None
爐	l		u		2	l		ou		4	l		o		None	ch&l	&u	a&ô		1&2	r		o		None
露	l		u		4	l		au&ou		6	l		o		None	l		ô		4	r		o		None
礪	l		i		4	l		ai		6	l	y	e		None						r		e	i	None
醴	l		i		3	l		ai		5	l	y	ey		None						r		a&e	i	None
