[								
]								
葬	SOU	장	CANG	zàng	zang4(9)	zong3	táng	*tzɑ̀ng
葭	KA	가	KA	jiā		gaa1		ga
葮	TAN DAN			duàn				
葯	YAKU AKU TEKI	약	YAK AK	yào		joek1 joek3 joek6	dược	
葰	SUI SA SE SHUN			suī		seoi1 zeon3		
葱	SOU	총	CHONG	cōng	cong1(9)	cung1		tsung
葲				quán				
葳	I	위	WI	wēi		wai1		qiuəi
葴	SHIN KAN GEN KEN			zhēn		zam1		
葵	KI GI	규	KYU	kuí	kui2(16)	kwai4	quỳ	ghui
葶	TEI JOU CHOU			tíng		ting4		
葷	GUN KUN	훈	HWUN	hūn		fan1		
葸	SAI SHI			xǐ		saai2	tơi	
葹	SHI			shī		si1		shiɛ
葺	SHUU	즙	CUP	qì		cap1		
葻				lán			bông	
葼	SOU SU			zōng				
葽	YOU			yāo		jiu1		
葾				yuān		jyun1		
葿				méi				
蒀				yūn				
蒁	SHUTSU JIUCHI ITSU ICHI RITSU RICHI			shù				
蒂	TEI TAI	체	CHEY	dì		dai3	đế	
蒃				zhuàn				
蒄	KAN			guān				
蒅				ran				
蒆				xuē				
蒇				chǎn		cin2 zin2		
蒈				kǎi				
蒉				kuì		gwai6		
蒊				huā				
蒋	SHOU SOU		CANG	jiǎng		zoeng2		
蒌				lóu		lau4		
蒍			WI	wěi		wai2		
蒎				pài		paai3		
蒏				you				
虧	KI	휴	HYU	kuī	kui1(71)	fai1 kwai1	khuya	kyuɛ
虨				bīn				
蝌	KA	과	KWA	kē	ke1(10)	fo1		kuɑ
蝍	SOKU SHOKU			jié		zik1		
蝎	KATSU	갈	KAL	xiē		hit3 hot3	rết	
蝏				tíng				
蝐				mào		mou6 mui6		
蝑				xū		seoi1		
蝒				mián			gò nhện	
蝓	YU			yú		jyu4		
蝔				jiē		gaai1		
蝕	SHOKU	식	SIK	shí	shi2(67)	sik6		*jhiək
蝖				xuān				
蝗	KOU	황	HWANG	huáng	huang2(62)	wong4		
蝘	EN ON			yǎn		jin2		qěn
蝙	HEN	편	PHYEN	biān	bian1(15)	bin1 bin2 pin1		ben
蝚				róu				
蝛				wēi		wai1		
蝜				fù		fu6		
蝝	EN KEN			yuán		jyun4		
蝞				mèi		mei1		
蝟	I	위	WI	wei	wei5(14)	wai6		hiuə̀i
蝠	FUKU	복	POK	fú	fu2(15)	fuk1		biuk
蝡	ZEN JU NEN NYU DA			rú		jyu4		
蝢				xié				
蝣	YUU RYUU YU			yóu		jau4	du	
蝤	SHUU JU YOU YO	유	YU	qiú		cau4 jau4		
蝥	BOU MU MEU BU	모	MO	máo		maau4		mau
蝦	KA	하	HA	xiā	xia1(46)	haa1 haa4		ha
蝧				yīng				
蝨	SHITSU	슬	SUL	shī		sat1		shrit
蝩				chóng			trùn	
蝪	TOU DOU			tāng		jik6		
蝫				zhū				
蝬				zōng				
蝭				tí				
蝮	FUKU	복	POK	fù		fuk1		piuk
蝯	EN ON			yuán		jyun4		
蝰				kuí				
蝱	MOU MYOU BUU			méng		mong4		
蝲	RATSU RACHI			là				
蝳				dú		doi6	nọc	
蝴	KO	호	HWU	hú	hu2(35)	wu4	hà	ho
蝵				qiū				
蝶	CHOU	접	CEP	dié	die2(35)	dip6	điệp	*tep dhep
蝷				lì				
蝸	KA RA	와	WA	wō	wo1(11)	wo1		
蝺				qǔ				
蝻	NAN			nǎn		naam4		
蝼				lóu		lau4		
蝽				chūn				
蝾				róng		wing4		
蝿	YOU			yíng				
螀				jiāng		zoeng1		
蟡				guǐ			ve	
衚	KO GO			hú		wu4		
衛	EI E	위	WI	wèi	wei4(340)	wai6	vệ	*hiuɛ̀i
衜	DOU TOU			dào				
衝	SHOU	충	CHWUNG	chōng		cung1 cung3		chiong
裦				fóu				
褅				tì				
褆	SHI JI TEI DAI			tí		si6		
複	FUKU	복	POK PWU	fù	fu4(558)	fuk1		*bhiòu
褈				chóng				
褉				xiè				
褊	HEN	편	PHYEN	biǎn		bin2		biɛ̌n
褋				dié		dip6		
褌	KON	곤	KON	kūn		gwan1		
褍	TAN TA TON DON			duān				
褎	SHUU JU YUU YU			xiù		jau6 zau6		
褏	YUU SHUU JUU YU			xiù				
褐	KATSU KACHI	갈	KAL	hè	he4(12)	hot3		hɑt
褑				yuàn		jyun6		
褒	HOU	포	PHO	bāo		bou1		bɑu
褓	HO HOU	보	PO	bǎo		bou2	bìu	
褔				fù		fu3		
褕	YU YOU TOU ZU	유	YU	yú		jyu4		
褖	TAN			tuàn		teon3 teon5		
褗				yǎn				
褘	I KIKU	위	WI	huī		fai1		
褙	HAI	배	PEY	bèi		bui3		
褚	CHO SHA	저	CE	chǔ		cyu2		
褛				lǚ		leoi5		
褜				pao				
褝	TAN			dān				
覢				shǎn				
覣				wēi				
覤				xì		gwik1		
覥	TEN			tiǎn		tin2		
觐				jìn		gan2 gan6		
觑				qù		ceoi3		
觬				ní				
觭	KI			jī		gei1 kei1		
觮				lù				
觯				zhì		zi3		
誯	SHOU			chàng				
誰	SUI	수	SWU	shuí	shui2(1065)	seoi4		*zhui
誱				jié				
課	KA	과	KWA	kè	ke4(341)	fo3	khoá	
誳	KUTSU KOCHI			qū				
誴				cóng				
誵				xiáo				
誶	SUI ZUI SAI SHUTSU JUCHI		SWU SWAY SIN CWUL	suì		seoi6		
誷	BOU MOU			wǎng				
誸				xián				
誹	HI	비	PI	fěi		fei2		
誺				chī				
誻	TOU DOU			tà		taap3 taap6		
誼	GI	의	UY	yì	yi4(30)	ji4 ji6		ngyɛ̀
誽				nì				
誾	GIN GON	은	UN	yín		ngan4		
調	CHOU	조	CO CWU	diào	diao4(390) tiao2(213)	deu6 diu6 tiu4	điều	*dhèu dheu
諀				pǐ				
諁				zhuó		zyut3		
諂	TEN	첨	CHEM	chǎn		cim2	siểm	
諃	CHIN			chēn		cam1		
諄	JUN SHUN	순	SWUN	zhūn		deon1 zeon1		
諅				jì				
諆	KI GI			qī		hei1		
談	DAN TAN	담	TAM	tán	tan2(693)	taam4	đàm	dhɑm
諈	SUI ZUI NI CHI			zhuì		ceoi4		
諉	ZUI NI I	위	WI	wěi		wai2		
諊	KIKU KOKU			jú		guk1		
請	SEI SHOU SHIN	청	CHENG	qǐng	qing3(585)	ceng2 cing2	thỉnh	*tsiɛ̌ng
諌	KAN			dǒng				
諍	SOU SHOU	쟁	CAYNG	zhèng		zaang1 zaang3 zang3		jrɛ̀ng
諎				zé				
諏	SHU SOU SU	추	CHWU	zōu		zau1		
諐				qiān				
諑	TAKU		CHAK	zhuó		doek3 doek6		
諒	RYOU	량 양	LYANG	liàng	liang4(46)	loeng6	lượng	liɑ̀ng
諓	SEN ZEN EN			jiàn		zin2 zin3		
諔	SHUKU SEKI JAKU			chù		cuk1 suk1		
諕	KOU GOU KA TE			háo		haak3		
論	RON RIN	논 론	LON YUN	lùn	lun4(1472)	leon4 leon6	luận	*luən luin luə̀n
諗	SHIN JOU NYOU		SIM	shěn		lam2 nam2 sam2		
諘				biǎo				
諙				huài				
諚	JOU			pián				
諩				pǔ				
谳				yàn		jin6		
谴				qiǎn	qian3(13)	hin2		
谵				zhān		zim1		
谾	KOU KU ROU RU			hōng				
豌	EN WAN	완	WAN	wān	wan1(9)	wun1		
豍				bī				
豎	JU	수	SWU	shù	shu4(30)	syu6		zhiǒ
貎	GEI			ní				
貏				bǐ				
賙	SHUU SHU	주	CWU	zhōu		zau1		
賚	RAI	뢰	LOY	lài		loi6		
賛	SAN		CHAN	zàn		zaan3		
賜	SHI	사	SA	cì		ci3		*siɛ̀
賝	CHIN			chēn		sam1		
賞	SHOU	상	SANG	shǎng	shang3(58)	soeng2	thưởng	*shiɑ̌ng
賟				tiǎn				
賠	BAI HAI	배	PAY	péi	pei2(24)	pui4		
賡	SHOKU ZOKU KOU KYOU	갱	KAYNG	gēng		gang1		
賢	KEN	현	HYEN	xián		jin4	hiền	*hen
賣	BAI MAI	매	MAY	mài	mai4(479) mai5(51)	maai6	mại	*mɛ̀i
賤	SEN ZEN	천	CHEN	jiàn	jian4(29)	zin6	tiện	*dzhiɛ̀n
賥				suì		seoi6	đút	
賦	FU	부	PWU	fù		fu3	phú	*biò biò
賧				tàn		daam6 zin6		
賨	SOU ZU			cóng		cung4		
賩				cóng				
質	SHITSU SHICHI	질	CIL CI	zhì	zhi4(902)	zat1 zi3	chất	*jit
賫				jī				
賬	CHOU	장	CANG	zhàng		zoeng3		
趛				yǐn				
趜				jú		guk1		
趝				jiàn				
趞	SHAKU SAKU SEKI JAKU			què				
趟	TOU CHOU JOU			tàng	tang4(89)	tong3		
趠	TAKU CHOU	초	CHO	chuò		coek3	rượt	
趡				cuǐ		ceoi2		
趢				lù				
趣	SHU SOKU SOU	취	CHWI CHWUK	qù	qu4(168)	ceoi3 cuk1	thú	*tsiò
趤				dàng				
踏	TOU	답	TAP	tà	ta4(122) ta1(10)	daap6	đạp	*top
踐	SEN	천	CHEN	jiàn	jian4(312)	cin5 zin6		dzhiɛ̌n
踑	KI GI			qí		kei1		
踒				wō		wo1		
踓				wěi				
踔	TOU CHOU	탁	THAK	chuō		coek3	xợt	
踕				jié		zit6		
踖	SEKI SHAKU SAKU			jí		zik1	tếch	
踗				niè				
踘				jū		guk1 guk6	guốc	
踙				jū				
踚				lún				
踛				lù		luk6		
踜				lèng				
踝	KA	과	KWA	huái		waa5		
踞	KYO KO	거	KE	jù		geoi3		
踟	CHI	지	CI	chí		ci4		
踠	EN ON WA			wǎn		jyun2		
踡	KEN GEN			quán		kyun4		
踢	TEKI CHAKU SHAKU			tī	ti1(50)	tek3		
踣	HOU BOKU HAI BAI		PWU POK	bó		baak6	vội	bhək
踤				zú		cyut3 seoi6 zeot1	nhót	
踥				qiè		cip3		
踦	KI GI			yǐ		gei2 hei2 ji2		
踧	SHUKU TEKI JAKU			cù		cuk1 dik6		
踨				zōng				
踩			CHAY	cǎi	cai3(64)	caai2 coi2		
踪	SHOU SOU	종	CONG	zōng	zong1(12)	zung1	tông	
踬				zhì		zi3		
踭				zhēng		zaang1 zang1		
踮				diǎn	dian3(9)	dim3		
踯				zhí		zaak6		
踺				jiàn				
躶				luǒ		lo2		
躷				ǎi		ai2 ngai2		
躸				jī				
躹				jú				
躺	TOU			tǎng	tang3(198)	tong2	thẳng	
躻				kong				
躼				lào				
輖	SHUU SHU			zhōu		zau1		
輗	GEI GI			ní		ngai4		
輘	RYOU ROU			léng		ling4		
輙	CHOU			zhé				
輚				zhàn		zaan6		
輛	RYOU	량	LYANG	liàng	liang4(178)	loeng2 loeng6		
輜	SHI	치	CHI	zī		zi1		
輝	KI KUN	휘	HWI	huī	hui1(100)	fai1	huy	*xiuəi
輞	BOU MOU	망	MANG	wǎng		mong5	võng	
輟	TETSU	철	CHEL	chuò		zyut3 zyut6		djiuɛt
輠	KA WA GA GE			guǒ		gwo2		
輡	KAN KON			kǎn				
輢				yǐ				
輣	HOU BYOU BOU			péng		paang4		
輤				qiàn		sin3		
輥	KON			gǔn		gwan2		
輦	REN	련 연	LYEN	niǎn		lin5		*liɛ̌n
輧	BYOU HEI	병	PYENG	píng				
輨	KAN	관	KWAN	guǎn				
輩	HAI	배	PAY	bèi	bei4(87)	bui3	bối	*bə̀i
輪	RIN	륜 윤	LYUN	lún	lun2(222)	leon4	luân	*luin
輫				pái				
輬	RYOU			liáng		loeng4		
辉				huī	hui1(100)	fai1		
辘				lù		luk1		
辤	JI			cí		ci4		
辳				nóng				
遦	KAN			guàn				
遧	SHOU			zhāng				
遨	GOU	오	O	áo		ngou4 ngou6	ngao	
適	TEKI SEKI	적	CEK CHEK	shì	shi4(356)	dik1 sik1	thích	*shiɛk
遪				cà				
遫				chì		cuk1		
遬	SOKU	속	SOK	sù				
遭	SOU	조	CO	zāo	zao1(192)	zou1	tao	*tzɑu
遮	SHA	차	CHA	zhē	zhe1(61)	ze1		*jia
遯	TON DON	둔	TWUN	dùn		deon6	rộn	
遰	TEI DAI SEI TAI			dì		dai6 sai6		
遱				lóu				
遳				cuō				
郶	BU BE			bù				
鄦				xǔ		heoi2		
鄧	TOU DOU	등	TUNG	dèng		dang6	đặng	dhə̀ng
鄩	SHIN JIN			xún		cam4		
鄪				bì		bei3		
鄫				zēng		cang4		
鄬				wéi		wai4		
鄭	TEI JOU	정	CENG	zhèng	zheng4(16)	zeng6 zing6	trịnh	*djiɛ̀ng
鄮	BOU MO			mào		mau6		
鄯	SEN ZEN			shàn		sin6		
鄰	RIN	린	LIN	lín	lin2(35)	leon4	lân	*lin
鄱	HA BA HI BI HAN BAN	파	PHA	pó		bo3 po4		
鄲	TAN TA	단	TAN	dān		daan1		dɑn
醀				wéi				
醁	RYOKU ROKU			lù		luk6		
醂	RIN RAN			lǎn				
醃	EN AN ON	엄	EM	yān		jim1 jip3		
醄				táo		tou4		
醅	HAI HUU HU			pēi		pui1		pəi
醆	SAN SEN			zhǎn		zaan1 zaan2		jiɛ̌n
醇	SHUN JUN	순	SWUN	chún		seon4		
醈				tán				
醉	SUI	취	CHWI	zuì	zui4(51)	zeoi3		*tzuì
醊	TETSU TECHI CHII			zhuì		zyut3		
醋	SAKU	초	CHO CAK	cù	cu4(22)	cou3		
醌				kūn				
銲	KAN GAN			hàn		hon6		
銳	EI TAI	예	YEY THAY	ruì	rui4(66)	jeoi6		
銴				shì				
銵				kēng				
銶	KYUU GU	구	KWU	qiú		kau4		
銷	SHOU	소	SO	xiāo	xiao1(92)	siu1	tiu	*siɛu
銸	SHOU JOU NOU			zhé				
銹	SHUU	수	SWU	xiù		sau3		
銺	SOU ZOU			zàng				
銻	TEI DAI			tí		tai1		
銼	SA ZA SOKU ZOKU			cuò		co3		
銽	KATSU KACHI			guā				
銾				hòng				
銿	SHOU SHU YOU YU			zhōng				
鋀	TOU ZU			tōu		dau6		
鋁	RYO RO			lǚ	l&#xfc;3(42)	leoi5		
鋂	BAI MAI BOU MYOU			méi		mui4	mũi	
鋃	ROU			láng		long4		
鋄				wǎn		faan6		
鋅	SHI SHIN			xīn	xin1(13)	san1		
鋆	IN	윤	YUN	yún		wan4		
鋇	HAI			bèi		bui3		
鋈	YOKU OKU WAKU		OK	wù		juk1		
鋉				sù				
鋊				yù		juk6		
鋋	SEN ZEN EN			chán		jin4 sin4		iɛn
鋌	TEI JOU	정	CENG	dìng		ting5		
鋍	HOTSU BOCHI			bó		but6		
鋎	KAN GEN			hàn				
鋏	KYOU	협	HYEP	jiá		gaap3		
鋐	KOU OU			hóng		wang4		
鋑		전	CEN	cuān		cyun1		
鋒	HOU	봉	PONG	fēng	feng1(71)	fung1		piong
鋓	TEN			chān				
鋔				wǎn				
鋕	SHI			zhì		zi3		
鋖				sī				
鋗	KEN GEN SEN ZEN	현	HYEN	xuān		hyun1		
鋘	KA GE KO GO			huá		ng4 waa4		
鋙	GYO GO			yǔ		jyu5 ng4		
鋚				tiáo				
鋛				gǒng				
鋜	SAKU ZAKU			zhuó				
鋝	RETSU RECHI SETSU SECHI			l&#xfc;è		lyut3		
鋞				xíng				
鋟	SEN CHIN	침	CHIM	qǐn		cim1	xăm	
鋠	SHIN JIN			shèn				
鋡	KAN GON			hán				
鋢				l&#xfc;è				
鋣	YA			yé				
鋤	JO SO	서	SE	chú	chu2(22)	co4		jrhiu
鋥	TOU JOU	정	CENG	zèng			cất xiềng	
鋦				jū		guk1 guk6	cuốc	
鋧	KEN GEN			xiàn		jin6		
鋨	TETSU			tiě		ngo4		
鋩	BOU MOU			máng		mong4		miɑng
鋪	HO FU	포	PHO	pù	pu4(111) pu1(96) pu5(11)	pou1 pou3	phố	*po
鋫				lí				
鋬	HAN			pàn				
鋭	EI TAI		YEY THAY	ruì		jeoi6	nhọn	iuɛ̀i
鋮	SEI			chéng		sing4		
鋯				gào		gou3	cạo	
鋰	RI			lǐ		lei5		
鋱				tè		tik1		
鋲		병	PYENG	bing			lấp beng	
鋳	CHUU			zhù				
鋴				zhen				
鋵				tū				
鋶				liǔ				
镆				mò		mok6		
镇				zhèn	zhen4(216)	zan3		
镈				bó		bok3		
镉				gé		gaak3		
镊				niè		nip6		
镋				tǎng				
镌				juān		zyun1		
镍				niè		nip1		
镎				ná				
镏				liú		lau4 lau5		
镐				gǎo		hou6		
镑				bàng		bong2 bong6		
镒				yì		jat6		
镓				jiā		gaa1		
镔				bīn		ban1		
镕				róng		jung4		
閫	KON	곤	KON	kǔn		kwan2		kuə̌n
閬	ROU TOU DOU RYOU	랑	LANG	làng		long5		
閭	RO RYO	려 여	LYE	lǘ		leoi4 leoi5		liu
閮				tíng				
閯				shà				
閰				jú				
閱	ETSU	열	YEL	yuè	yue4(22)	jyut6		
閲	ETSU		YEL	yuè		jyut6	duyệt	iuɛt
閳				chǎn				
閴	KEKI			qù				
隢				rǎo				
隣	RIN	린 인	LIN	lín		leon4		*lin
隤	TAI ZUI TA	퇴	THOY	tuí		teoi4		
隥	TOU SAKA			dèng				
雓				yú				
霂	BOKU MOKU			mù		muk6	đong móc	
霃	CHIN JIN			chén		cam4		
霄	SHOU	소	SO	xiāo		siu1		*siɛu
霅	SHOU SOU GYOU	삽	SAP	zhà		zip3		
霆	TEI	정	CENG	tíng		ting4	đình	dheng
震	SHIN	진	CIN	zhèn	zhen4(221)	zan3		jìn
霈	HAI	패	PHAY	pèi		pui3	pháy	
霉	BAI ME	매	MAY	méi	mei2(38)	mui4		
霊	REI RYOU			líng				
靚	SEI SHOU	정	CENG	jìng		leng3 zing6		
靠	KOU	고	KO	kào	kao4(524)	kaau3		
靥				yè		jip6		
鞇				yīn				
鞈				gé		gaap3		
鞉	TOU DOU			táo		tou4		
鞊				jié				
鞋	AI KAI	혜	HYEY	xié	xie2(268)	haai4	hài	hæi hɛi
鞌				ān		on1		
鞍	AN	안	AN	ān		on1	yên	*qɑn
鞎				hén				
鞏	KYOU	공	KONG	gǒng	gong3(125)	gung2	củng	
鞐				qia				
鞑				dá		taat3		
鞒				qiáo				
韏				quàn		hyun3		
韐	KOU KYOU	갑	KAP	gé		gaap3		
韑	I			wěi				
韯	SEN			xiān				
頛				lèi				
頜	KAN GON GAN KOU			hé		gap3 hap6		
頝				qiāo				
頞	ATSU ACHI AN	알	AL	è		aat3		
頟				é		ngaak6		
頠	GAI GI			wěi		ngai5		
頡	KITSU KATSU KETSU	힐	HIL KAL	xié		git3 kit3	gật	het
頢				kuò				
頣	SHIN	신	SIN	shěn				iə
頦	KAI GAI	해	HAY	hái		hoi4 hoi5		
頧				duǐ				
頨				yǔ				
頩				pīng		ping1 ping2		
頪				lèi				
頫	FU BAN MAN	부	PWU	fǔ		fu2		
頬	KYOU		HYEP	jiá				
题				tí	ti2(1649)	tai4		
颙				yóng		jung4		
颚				è		ngok6		
颛				zhuān		zyun1		
颜				yán	yan2(132)	ngaan4		
额				é	e2(108)	ngaak6		
颲		렬	LYEL	liè		lit6		
颳	KATSU		KWAL	guā		gwaat3		
飘				piāo	piao1(90)	piu1		
飺				cí		ci1		
餀				hài				
餁	JIN NIN		IM	rèn				
餂	TEN DEN			tiǎn		tim5		
餃	KOU KYOU	교	KYO	jiǎo	jiao3(10)	gaau2		
餄				jiá				
餆				yáo				
餇	TO ZU			tóng				
餈	SHI JI			cí		ci4		
餉	SHOU	향	HYANG	xiǎng		hoeng2		shiɑ̀ng
養	YOU	양	YANG	yǎng	yang3(430)	joeng5 joeng6	dưỡng	*iɑ̌ng
餋				juàn				
餌	JI	이	I	ěr		nei6		njiə̀
餍				yàn		jim3		
餎				le				
餏				xī				
馓	SAN		CAN	sǎn				
馔				zhuàn		zaan6		
駈	KU	구	KWU	qū				
駉	KEI KYOU	경	KYENG	jiōng		gwing1		
駊				pǒ				
駋				zhāo				
駌				yuān				
駍				péi				
駎				zhòu				
駏		거	KE	jù		geoi6		
駐	CHUU CHU	주	CWU	zhù	zhu4(33)	zyu3	trú	djiò
駑	DO	노	NO	nú		nou4		no
駒	KU	구	KWU	jū	ju1(10)	keoi1	câu	qio
駓	HI			pī		pei1 pei3		
駔	SOU SO ZO SHO			zǎng		cong2 zong2 zou2		
駕	GA	가	KA	jià	jia4(59)	gaa3	giá	*gà
駖				líng				
駗				zhěn				
駘	TAI	태	THA	tái		toi4		
駙	FU BU	부	PWU	fù		fu6	phò	
駚	YOU OU			yǎng				
駛	SHI	사	SA	shǐ	shi3(123)	sai2		
駜	HITSU BICHI HI BI	필	PHIL	bì		bei3 bit1		
駝	TA DA	타	THA	tuo	tuo5(116) tuo2(25)	to4	đà	*dhɑ
駞	DA TA	타	THA	tuó				*dhɑ
駟	SHI	사	SA	sì		si3		sì
駠				liú				
骣				chǎn		cin5		
骲	HAKU GOU GYOU HOU BYOU			bào		baau6 biu6		
骳				bèi		bei6		
骴	SHI JI SAI JA			cī		ci1 ci3		dzhiɛ dzhiɛ̀
骵	TAI TEI			tǐ				
骶	TEI TAI		CEY CE	dǐ				
骷			KO	kū		fu1		
髛	KOU			kāo				
髫	CHOU	초	CHO	tiáo		tiu4		
髬	HI			pī		pei1		
髭	SHI	자	CA	zī		zi1		tziɛ
髮	HATSU	발	PAL	fà		faat3		*biæt
髯	ZEN		YEM	rán		jim4	nhẹm	
髰		체	CHEY	tì				
髱	HOU			bào				
髲	HI BI	피	PHI	bì		bei6		
髳	BOU MU MOU			máo		maau4 mau4		
髴	FUTSU HI	불	PWUL	fú		fat1		piət
鬧	TOU DOU	료	LYO NYO	nào	nao4(186) nao5(68)	naau6	náo	
魃	BATSU HATSU	발	PAL	bá		baat6		
魄	HAKU BAKU	백	PAYK	pò	po4(11)	bok3 paak3 tok3	phách	*pæk
魅	MI BI	매	MAY	mèi		mei6 mui6		myì
魆				xū		fat1 jyut6		
魣	SHO JO YO			xù				
魤				é				
魥	GOU KYOU KOU			è				
魦	SA SHA SHOU	사	SA	shā		saa1		
魧				háng				
魨	TON DON			tún		tyun4		
魩	HACHI BACHI			mò				
魪	KAI			jiè				
魫	SHIN JIN			shěn		cam4		
魬	HAN BAN			bǎn		baan2		
魭	GEN GAN			yuán				
魮	HI BI			pí				
魯	RO	노 로	LO	lǔ		lou5	lỗ	*lǒ
魰				wén		man4		
魱				hú		wu4 wu6		
魲	RO			lú				
魳	SHI SOU			zā				
魴	HOU	방	PANG	fáng		fong4		
魵	FUN BUN			fén		fan4 fan5		
魶				nà		naap6		
魷	YUU			yóu		jau4		
魸	NAMAZU			pian				
魹				mo				
鲠				gěng		gang2		
鲡				lí		lei4		
鲢				lián		lin4		
鲣				jiān		gin1		
鲤				lǐ	li3(12)	lei5		
鲥				shí		si4		
鲦				tiáo		tiu4		
鲧				gǔn		gwan2		
鲨				shā		saa1		
鲩				huàn		waan5		
鲪				jūn				
鲫				jì		zik1		
鲬				yǒng				
鳷	SHI KI			zhī		zi1		
鳸				hù				
鳹	KEN GEN KIN GON KAN KON			qín		ling4		
鳺				fū		fu1		
鳻				bān				
鳼				wén				
鳽				jiān				
鳾				shī				
鳿				yù		juk6		
鴀				fǒu		fau4		
鴁				yāo				
鴂	KETSU KECHI KEI KE			jué				
鴃	KETSU KEI GEKI	격	KYEK	jué		kyut3		guet
鴄				pǐ		pat1		
鴅				huān				
鴆	CHIN	짐	CIM	zhèn		zam6		
鴇	HOU	보	PO	bǎo		bou2		
鴈	GAN	안	AN	yàn		ngaan6		*ngàn
鴉	A	아	A	yā	ya1(58)	aa1 ngaa1		*qa
鴋	HOU BOU			fāng				
鴌		봉	PONG	fèng				
鴍				wén				
鴎	OU			ōu				
鹘				gǔ		gwat1 wat6		
鹝				yì		jik6		
鹞				yào		jiu6		
鹟	OU U			wēng		jung1		
鹠				liú		lau4		
鹡	SEKI			jí		zik3		
鹢	GEKI			yì		jik6		
鹣				jiān		gim1		
鹤				hè		hok6		
鹶	KYOU		KUNG	jīn				
麃	HOU BYOU			páo		biu1		
麄	SO ZO	추	CHWU	cū				tso
麨	SHOU			chǎo				
麩	FU	부	PWU	fū		fu1		
麪	MEN	면	MYEN	miàn		min6		
麫				miǎn				
麹	KIKU		KWUK	qū				
麾	KI	휘	HWI	huī		fai1		*xyuɛ
黎	REI RI	려 여	LYE	lí	li2(30)	lai4	lê	lei
黓				yì		jik6 jit6		
鼏	BEKI MYAKU			mì		mik6		
鼐	DAI NAI DOU NOU	내	NAY	nài		naai5		
鼑	TEI			dǐng				
齑				jī		zai1		
齒	SHI	치	CHI	chǐ	chi3(80)	ci2	xỉ	*chiə̌
龉				yǔ		jyu5		
龊				chuò		cuk1		
樂	GAKU RAKU GOU	낙 락 악 요	AK LAK YO	lè	le4(283) yue4(54)	lok6 ngaau6 ngok6	lạc	*lɑk *ngak
落	RAKU	낙 락	LAK	luò	luo4(516) la4(11)	laai6 lok6	lạc	*lɑk
魯	RO	노 로	LO	lǔ		lou5	lỗ	*lǒ
論	RON RIN	논 론	LON YUN	lùn	lun4(1472)	leon4 leon6	luận	*luən luin luə̀n
磊	RAI	뇌 뢰	LOY	lěi	lei3(9)	leoi5	lối	luəi
樓	ROU	누 루	LWU	lóu	lou2(179)	lau4	lầu	*lou
凜	RIN	늠 름	LUM	lǐn		lam5	lẫm	*lǐm lǐm
樂	GAKU RAKU GOU	낙 락 악 요	AK LAK YO	lè	le4(283) yue4(54)	lok6 ngaau6 ngok6	lạc	*lɑk *ngak
數	SUU SHU	삭 수	SWU SAK	shù	shu4(1079) shu3(91) shu5(14)	sok3 sou2 sou3	số	*shriò *shriǒ
葉	YOU SHOU	섭 엽	YEP SEP	yè	ye4(301)	jip6 sip3	diệp	*iɛp
諒	RYOU	량 양	LYANG	liàng	liang4(46)	loeng6	lượng	liɑ̀ng
閭	RO RYO	려 여	LYE	lǘ		leoi4 leoi5		liu
黎	REI RI	려 여	LYE	lí	li2(30)	lai4	lê	lei
憐	REN	련 연	LYEN	lián	lian2(111)	lin4		*len
撚	NEN	년 연	NYEN	niǎn		nan2 nin2		něn
璉	RIN	련 연	LYEN	liǎn		lin4 lin5		
練	REN	련 연	LYEN	liàn	lian4(245)	lin6	luyện	lèn
輦	REN	련 연	LYEN	niǎn		lin5		*liɛ̌n
寮	RYOU	료 요	LYO	liáo		liu4		leu
樂	GAKU RAKU GOU	낙 락 악 요	AK LAK YO	lè	le4(283) yue4(54)	lok6 ngaau6 ngok6	lạc	*lɑk *ngak
劉	RU RYUU	류 유	LYU	liú		lau4		*liou
戮	RIKU RYUU	륙 육	LYUK	lù		luk6		*liuk
輪	RIN	륜 윤	LYUN	lún	lun2(222)	leon4	luân	*luin
履	RI	리 이	LI	lǚ		lei5 leoi5		*lǐ
隣	RIN	린 인	LIN	lín		leon4		*lin
暴	BOU BAKU	포 폭	PHOK PHO	bào	bao4(151)	bou6 buk6	bạo	bhɑ̀u
凞	KI	희	HUY	xī				
﨧								
