[								
]								
䠙				páng		paau4 pong4		
䠚				wà		maat6		
䠛				yáo		ziu2 ziu4		
䠜				róng		zung4		
䠝				xūn				
䠽				hái				
䠾				shǎn		sim2 sim3 sin2		
䡥				róng		zung2 zung4		
䡦				sǎng		song2		
䡧				wū		wu1		
䡨				chà				
䡩				kēng		haam1 haang1		
䡪				shàn		ceoi1 sin3 zeoi1		
䢮				lèi				
䣢				jí				
䤉				mì		mat6		
䤊				róng		maau4 zung4		
䤋				yù		gwok3 wik6		
䤌				qiāng		coeng1		
䤷				yǎn		aam1 zim2		
䤸				zuàn		zyun3		
䤹				sōu		saau1 suk1 zip3		
䤺				jīn		gan1		
䤻				duò		do6		
䤼				xiàn		sin3		
䦩								
䦪				yà				
䦫				yīng		zing1		
䦬				què				
䦭				hāng				
䦮				chǔn				
䦯				zhì		zi3		
䦸								
䧫				háo		hou4		
䧬				bīn		baai1		
䧭								
䨁				wù		mou6		
䨂				qiū		cau1		
䨞				yǔ		zyu3		
䨟				wā		waa1		
䨠				ǎi		oi2 piu5		
䨡				hán		ham4		
䨢				dàn		daam6		
䨣				gé		gaak3		
䨤				dí		dik6		
䩊				wǎn		zyun2		
䩨				chàng		coeng3		
䩩				yuǎn				
䩪				guǎn		gun2		
䩫				liǎng		loeng5 long4		
䩬				běng		bung2		
䩭						gei1		
䩮				lù		luk6		
䪕				jú		guk1		
䪠						saai1 zaai1		
䫋				wēi		teoi4		
䫌				pǐ		pei2 pei3		
䫍				fǔ		fu2		
䫎				zhuō		zyut3		
䫏				qī		hei1		
䫐				lín		laam4 laau5		
䫑				yī		hei1 zi1		
䫒				mén		mun4 mung4		
䫓				wú		ng4 ngaa4		
䬋				léng		ling4		
䬌				pōu		paau1		
䬍				hū		fat1		
䬎				guó		gwok3 kwong4		
䬏				bù		faau2		
䬐				ruí		waai2		
䬠						fei1		
䭃				rěn		zaam5		
䭄				shì		si6		
䭅				hú		wu4		
䭆				nè		neot6		
䭇				yē		zit3		
䭰				bèng		bung2 bung6 faai3 zaai6		
䭱				bié		bit6 miu5 mok1		
䭲				yǐ		zi2		
䮎				xì		hei1		
䮏				wú		ng4 ng6		
䮐						gwing1		
䮑				lèi		jyut3		
䮒				pū		pei1 pou1		
䯄				guā		waa1		
䯕				tīng		ting1		
䯖				láng		long4 lou6		
䯗				bì		bei1 bei2 bei3		
䯘				huàn		wun6		
䯙				pò		pak3 pang4		
䯚				yǎo		zing1 ziu5 zoek3		
䯹				xiān		cim1 zim4		
䯺				kuò		kut3		
䯻						gai3		
䯼				dí		dik6		
䱊				mǐ		mai5	mè	
䱋				gǒng		daam2 gung2		
䱌				yí		zi4		
䱍				gèng		gang2		
䱎				gèng		gang2		
䳋				tóng		tung4		
䳌						gyun1		
䳍				gōng		gung1		
䳎				jiù		haau6 hin1 kaau3 kaau5		
䳏				guì		gwaai3		
䳐				cì		ci3		
䳑				yǒu		zuk1		
䳒				yuán		zyun4		
䳓				lǎo		lou5		
䳔				jú		guk1		
䴔				jiāo		gaau1		
䴕				liè		lit6		
䴵				bǐng		bing2		
䵠				dí		coek3 dik1 zoek3		
䵢				mèi		maa3 maa6 mei6 mui6		
䵣				dá		daat3		
䶃				hán		ham4		
䶒				qí		cai4		
䶓				jì		caap1 zaai3		
償	SHOU	상	SANG	cháng	chang2(11)	coeng4 soeng4		
儠	RYOU		LYEP	liè		lip6		
儡	RAI	뢰	LOY	lěi		leoi5		
儢	RYO RO	려	LYE	lǚ		leoi5		
儣	KOU			kuǎng				
儤	HOU HYOU	포	PHO	bào		bou3		
儥	IKU TEKI CHAKU TOKU DOKU	육	YUK	yù		juk6		
儦	HYOU HEU		PHYO	biāo		biu1		
儧	SAN	찬	CHAN	zǎn				
儨	SHITSU SHICHI		CIL	zhí				
儩	SHI		SA	sì		ci3		
優	YUU U	우	WU	yōu	you1(287)	jau1		qiou
儬	SHIN			chèn				
凟				dú				
劕	SHITSU SHICHI CHI			zhì			chặt	
勴	RYO RO		LYE	lǜ		leoi6		
勵	REI	려 여	LYE	lì	li4(93)	lai6	lệ	
勶	KETSU DECHI		CHEL	chè				
匵	TOKU DOKU		TOK	dú		duk6		
厳	GEN GON		EM	yán				
噽				pǐ				
噾	IN			yīn				
噿	SUI			zuǐ				
嚀	DEI NYOU NEI	녕	NYENG	níng	ning2(11)	ning4		
嚁	TEKI JAKU			dí				
嚂	RAN KAN		LAM	làn		laam4 laam6	giạm	
嚃	TOU TAI TE		THAP	tā		daap3 daap6		
嚄	KAKU WAKU	획	HOYK	huō		o2 wok6	quác	
嚅	JU NYU		YU	rú		jyu4	nheo	
嚆	KOU	효	HYO	hāo		hou1		
嚇	KAKU KA	하	HA HYEK	xià	xia4(135)	haak1 haak3		
嚈	YOU			yè		aat3 jip3	ướm	
嚉				duō		deoi3	dối	
嚊	HI		PI	pì		be6 bei6		
嚋	CHUU CHU			chóu			trù	
嚌	SEI ZAI KAI SAI		CEY	jì		cai6 zai6		
嚍	SHIN		CIN	jìn				
嚎	KAU GOU		HO	háo		hou4	hào	
嚏	TEI	체	CHEY	tì		tai3		
嚐	SHOU			cháng		soeng4		
嚑				xun				
嚒				me				
嚓				cā		caat3	xát	
嚺				tà				
壍	ZAN			qiàn		cim3		
壎	KEN KUWAN KUN	훈	HWUN	xūn		hyun1		
壏	KAN ON			xiàn		haam5		
壐	SHI JI			xǐ				
壑	GAKU KAKU	학	HAK	hè		kok3	hác	*xɑk
壒	AI KAI			ài		oi2		
壓	ATSU OU EN	압	AP	yā	ya1(625)	aat3 ngaat3	áp	*qap qiɛp
壔	TAU	도	TO	dǎo		dou2		
壕	GOU	호	HO	háo	hao2(28)	hou4	hào	hɑu
壖	ZEN NEN			ruán		jyun4		
壗				jin				
嬣	TAU NYAU DEI			níng				
嬤	BA MA			mā		maa1 maa4		
嬥	CHOU JOU TAKU DAKU TEKI CHAKU	조	CO	tiǎo		tiu5		
嬦	CHIU JIYU SHIU			chóu				
嬧	SHIN JIN			jìn				
嬨	SHI JI	자	CA	cí				
嬩				yú				
嬪	HIN	빈	PIN	pín		ban3 pan4		bhin
嬫				róng				
嬬	SHU JU DOU			rú		jyu4		
嬭	DAI NE DEI NAI JI NI	내	NAY	nǎi		naai5		
嬮	EN EHU			yān		jim1 jim3		
嬯	TAI DAI			tái				
嬰	EI	영	YENG	yīng	ying1(35)	jing1	anh	qiɛng
嬱				cán				
嬲	JOU	뇨	NYO	niǎo		nau1 niu5		
嬳				yuè				
嬵				mián				
嬶				bi				
嬷	BA MA			mā		maa1		
孺	JU	유	YU	rú		jyu4 jyu6	nhọ	
孻	DAI NAI			nái		laai1		
寱	GEI			yì		ngai6		
寲	GI			yí				
尶	KAN KEN			gān				
尷	KAN KEN			gān		gaam1 gaam3		
屨	KU	구	KWU	jù		geoi3		
嶷	GI GYOKU	의	UY	yí		ji4 jik6		
嶸	KOU OU EI YOU	영	YENG	róng		jing4 wing4		*huɛng
嶹	TOU			dǎo				
嶺	REI RYOU	령 영	LYENG	lǐng	ling3(70)	leng5 ling5		*liɛ̌ng
嶼	SHO	서	SE	yǔ	yu3(30)	jyu4 zeoi6		
嶽	GAKU	악	AK	yuè		ngok6		*ngak
嶾				yǐn				
嶿				ru				
幪	BOU MU MOU	몽	MONG	méng		mung4		
幫	HOU	방	PANG	bāng	bang1(598)	bong1		
幬	CHUU JU TOU DOU	주	CWU	chóu		cau4 dou6 tou4		
彌	BI MI GEI	미	MI	mí	mi2(25)	mei4 nei4		miɛ
徽	KI	휘	HWI	huī		fai1		xiuəi
徾				méi				
憵				pī		bik1		
憻		탄	THAN	tǎn				
憼	KEI KYOU KOU	경	KYENG	jǐng		ging2		
懋	BOU	무	MWU	mào		mau6		
懑				mèn		mun6		
懗		하	HA	xià				
懙				yǔ				
懚				yìn				
懛				dāi				
懜	BOU MOU MU			měng		mung1		
懝	GAI GI GYOKU GOKI			ài				
懞	BOU MU	몽	MONG	méng		mung4	mong	
懠				qí		cai4		
懡	BA MA			mǒ				
懢	RAN KAN GEN			lán			nhàm	
懤	CHYUU JIU TAU TOU			chóu		cau4		
懥				zhì		ci3 zi3		
懦	DA JU ZEN	나	NA YU	nuò		no6	nhụa	nuɑ̀
懧	DA JU ZEN			nuò		no6	nạnh	
懨				yān		jim1		
戲	GI GE KI	희	HUY	xì	xi4(205)	fu1 hei3	hí	*xyɛ̀
擎	KEI GYOU	경	KYENG	qíng		king4		ghiæng
擞				sǒu		sau2		
擟				mí				
擠	SEI SAI	제	CEY	jǐ	ji3(172)	zai1		
擡	TAI DAI	대	TAY	tái		toi4		
擢	TEKI TAKU	탁	THAK	zhuó		zaak6 zok6		djhak
擣	TOU CHUU	도	TO	dǎo		dou2		*dɑ̌u
擤	KOU KYOU			xǐng		sang3		
擦	SATSU	찰	CHAL	cā	ca1(194)	caat3	xát	
擨				yé				
擩	JU NYU ZUI NI			rǔ		jeoi5 jyu5		
擪	YOU CHOU JOU NYOU OU EN			yè		ngaap3		
擫				yè		jip3		
擬	GI	의	UY	nǐ	ni3(22)	ji4 ji5	nghĩ	ngiə̌
擭	KYO	화	HWA	wò		faa6 wok6		
擮				jí				
擯	HIN	빈	PIN	bìn		ban3		
擰	DOU NYOU			níng	ning2(41)	ling2 ling6 ning4 ning6		
擱	KAKU	각	KAK	gē	ge1(51) ge5(9)	gok3	gác	
斀				zhuó				
斁	EKI SEKU TO ZU	두	TWU	yì		dou3 jik6		
斂	REN	렴	LYEM	liǎn		lim6		liɛ̀m liɛ̌m
斣	SHUKU TOU TSU SHOKU SOKU			dòu				
斵				zhuó				
斶				chù		cuk1		
旚				piāo				
曎	EKI YAKU			yì				
曏	KYOU KOU SHOU			xiǎng		hoeng3		
曐				xīng				
曑				shēn				
曒				jiǎo				
曓		포	PHO	bào				
曔	KEI GYOU			jìng				
曕				yàn				
曖	AI	애	AY	ài		oi2 oi3	áy	
曗				yè				
曚	BOU MOU	몽	MONG	méng		mung4	mồng	
橽				tà			thớt	
橾	SHU SOU SU			shū				
橿	KYOU	강	KANG	jiāng		goeng1		
檀	TAN DAN	단	TAN	tán		taan4	đàn	dhɑn
檁	RIN			lǐn		lam5	day lẫm	
檂				nóng			nòng	
檃	IN ON			yǐn		jan2		
檄	GEKI KEKI	격	KYEK	xí		hat6	hịch	hek
檅				suì				
檆	SAN			shān				
檇	SUI SAI ZUI			zuì		zeoi3		
檈				xuán				
檉	TEI CHOU	정	CENG	chēng		cing1		
檊				gàn			gán	
檋	KYOKU KOKU KYOU			jú				
檌				zuì				
檍	YOKU I OKU	억	EK	yì		jik1		
檎	GO KIN	금	KUM	qín		kam4		
檏				pǔ				
檐	EN TAN	첨	CHEM	yán	yan2(13)	gim2 jam4 jim4		*iɛm
檑	RAI			léi		leoi4	rui	
檒				fēng				
檓				huǐ				
檔		당	TANG	dàng	dang4(23)	dong2 dong3		
檕				jì		hai6		
檖				suì		seoi6		
檗	HAKU BYAKU	벽	PYEK	bò		baak3 paak3		
檘				píng				
檙				chéng				
檚				chǔ		co2		
檛	TA TE			zhuā		zaa1		
檜	KAI	회	HOY KWAL	guì		kui2	cối	
檝	SHUU	즙	CUP	jí				tziɛp
檞	KAI GE			jiě		gaai2 haai5		
檟	KA KE	가	KA	jiǎ		gaa2		
檠	KEI	경	KYENG	qíng		king4		
檡				zhái		zaak6		
檢	KEN	검	KEM	jiǎn	jian3(337)	gim2	ghém	gyɛ̌m
檣	SHOU	장	CANG	qiáng		coeng4		dzhiɑng
檤				dào				
檥	GI GA			yǐ		ngai5		
檦				biǎo				
檧				sōng				
檨				shē		ce1 se1		
檩	RIN			lǐn		lam5		
檪	REKI ROU YAKU			li				
歛	KAN KEN	감	KEM	hān		lim5 lim6	liễm	liɛ̀m liɛ̌m
歜				chù		cuk1		
歝	EKI YAKU TO ZU			yì				
殬	TO TSU			dù				
殭	KYOU KOU	강	KANG	jiāng		goeng1		
殮	REN	렴 염	LYEM	liàn		lim6	liệm	
毚	SAN ZEN ZAN	참	CHAM	chán		caam4		
氈	SEN	전	CEN	zhān	zhan1(20)	zin1	chen	
氉	SOU			sào		cou3 so3		
氊				zhān		zin1		jiɛn
澀	JUU SHUU			sè		gip3 saap3 sap1 sap3		shrip
澩				xué		hok6		
濌				tà				
濔	DEI NAI			mǐ		mei5 nei5	nhễ	
濕	SHITSU SHUU	습	SUP	shī	shi1(170)	sap1	lậu thấp	*ship
濗				mì				
濘	NEI	녕	NYENG	nìng		ning6		
濙				yíng				
濚	EI YOU	영	YENG	yíng				
濛		몽	MONG	méng		mung4	mông	mung
濜				jìn		zeon6		
濝				qí				
濞	HI HEI HAI BI	비	PI	bì		pei3	tia	
濟	SAI SEI	제	CEY	jì	ji4(1008)	zai2 zai3		tzèi
濠	GOU	호	HO	háo		hou4		hɑu
濡	JU NYU	유	YU	rú		jyu4 nyun5	nhụa	njio
濢				cuì				
濣				wò				
濤	TOU	도	TO	tāo	tao1(21)	tou4	đào	*dhɑu
濥				yǐn				
濦				yǐn		jan2		
濧				duì			đuối	
濨	SHI JI			cí				
濩	KAKU WAKU	호	HO	huò		wok6 wu6		huɑk
濪				jìng				
濫	RAN	남 람	LAM HAM	làn	lan4(18)	laam6	lạm	
濬	SHUN	준	CWUN	jùn		zeon3		
濭				ǎi				
濮	HOKU BOKU	복	POK	pú		buk6		
濯	TAKU	탁	THAK	zhuó		zok6		*djhak
濰	I YUI			wéi		wai4		
濱	HIN HOU	빈	PIN	bīn	bin1(11)	ban1		*bin
濲				gǔ		guk1		
濴		영	YENG	yíng		jing4		
濵	HIN			bin		ban1		
濶	KATSU			kuò		fut3		
濸				cang				
營	EI	영	YENG HYENG	yíng	ying2(331)	jing4		*iuɛng iuɛng
燠	IKU OU	욱	WUK	yù		juk1		qiuk
燡				yì		jik6		
燢				xué				
燣				lán				
燤				tài				
燥	SOU	조	CO	zào	zao4(32)	cou3	táo	sɑ̌u
燦	SAN	찬	CHAN	càn	can4(37)	caan3	xán	
燧	SUI	수	SWU	suì		seoi6		zuì
燨				xī				
燩				què				
燪				cōng				
燫				lián				
燬	KI	훼	HWEY	huǐ		wai2		
燭	SHOKU SOKU	촉	CHOK	zhú	zhu2(53)	zuk1	đuốc	*jiok
燮	SHOU	섭	SEP	xiè		sip3 sit3		
燯				líng				
燰				wēi			áy	
燱				yì				
燲				xié				
燳				zhào				
燴				huì		wui6		
燵	TATSU			da				
燶				nóng		nung1	nóng	
燷				lán				
牆	SHOU	장	CANG	qiáng	qiang2(264)	coeng4	teo tường	*dzhiɑng
犠	GI KI			xi			nghé	
獮	SEN			xiǎn		sin2		
獯	KUN	훈	HWUN	xūn		fan1		
獰	DOU	영	YENG	níng		ning4	nanh	
獱	HIN BIN HEN			pín				
獲	KAKU	획	HOYK HWAK	huò	huo4(156)	waai4 wok6	hoạch	huɛk
獳				nòu		nau1 nau6		
獴				měng				
璗				dàng		dong6		
璢	RYUU RU			liú		lau4		
璥		경	KYENG	jǐng				
璦	AI			ài		ngoi3 oi3		
璧	HEKI	벽	PYEK	bì		bik1 bik3	bích	biɛk
璨	SAN	찬	CHAN	càn		caan3		
璩	KYO GO			qú		keoi4		
璪	SOU	조	CO	zǎo		zou2		
璫	TOU	당	TANG	dāng		dong1		dɑng
璬				jiǎo				
璭				gùn				
璮	TAN			tǎn				
璯	KAI E KE			huì				
環	KAN	환	HWAN	huán	huan2(291)	waan4		*huan
璱	SHITSU SHICHI			sè		sat1		
璲	SUI ZUI	수	SWU	suì		seoi6		
璳				tián				
璴				chu				
甏				bèng		bong3 paang1 paang6		
甐				lìn		leon4		
甑	SOU	증	CUNG	zèng		zang6		tziə̀ng
甒	BU MU			wǔ		mou5		
疃				tuǎn				
疄				lìn		leon6		
癀	KOU OU			huáng		wong4		
癁	FUKU BUKU HUKU			fú				
療	RYOU	료 요	LYO	liáo	liao2(85)	liu4	liệu	
癃	RYUU RYU	륭	LYUNG	lóng		lung4		liung
癄	SHOU JOU SOU			qiáo				
癅	RYUU			liú		lau4		
癆	ROU	로	LO	láo		lou4	còm lao	
癇	KAN			xián		haan4		
癈	HAI	폐	PHYEY	fèi		fai3		
癉	TAN TA	단	TAN	dān		daan1 daan3 taan2		
癋	KAKU GAKU			hè				
癌	GAN	암	AM	ái	ai2(35)	ngaam4		
癍				bān				
癎		간	KAN	xián				
皢	KYOU			xiǎo				
皣	YOU			yè				
皤	HA BA HAN BAN	파	PHA	pó		po4		bhɑ
皥	KOU GOU			hào				
皼				gǔ				
盨	SHU SU SHO SO			xǔ				
盩				zhōu		zau1		
盪	TOU	탕	THANG	dàng		dong6		dhɑ̌ng
瞤				rún				
瞥	BETSU HETSU	별	PYEL	piē	pie1(16)	pit3		piɛt
瞦				xī				
瞧	SHOU JOU			qiáo	qiao2(250)	ciu4		
瞨				pú				
瞩				zhǔ		zuk1		
瞪	DOU TOU	징	CING	dèng	deng4(77)	cing4 dang6		
瞫				shěn		sam2		
瞬	SHUN	순	SWUN	shùn		seon3		
瞭	RYOU	료	LYO	liǎo	liao3(326) liao4(19)	liu4 liu5	lẹo	leu lěu
瞮	TETSU TECHI			chè				
瞯	KAN GEN KEN			xián		haan2		
瞰	KAN	감	KAM	kàn		ham3		
瞱	YOU			yè				
瞲				xù		hyut3		
瞳	DOU TOU	동	TONG	tóng		tung4	chàng tròng	dhung
瞴				móu				
瞵	RIN REN			lín		leon4		
瞶	KI I			guì		gwai3 kui2		
瞷				jiàn		gaan3		
矯	KYOU	교	KYO	jiǎo		giu2 kiu2	kiểu	gyɛ̌u
矰	SOU	증	CUNG	zēng		zang1		tzəng
磯	KI	기	KI	jī		gei1		giəi
磰				shàn				
磱				láo				
磲	KYO GO			qú		keoi4		
磳	SOU JOU			zēng		zang1		
磴	TOU	등	TUNG	dèng		dang3		də̀ng
磵		간	KAN	jiàn				*gàn
磶	SEKI SHAKU			xì				
磷	RIN ROU RYOU	린	LIN	lín	lin2(27)	leon4 leon6	co lân	
磸				dìng				
磹				tán		taam2		
磺	KOU	광	KWANG	huáng	huang2(25)	wong4	hoàng	
磻	HAN BAN HA	반 번	PAN PEN	pán		pun4		
磼		잡	CAP	zá				
磽	KOU KYOU	교	KYO	qiāo		haau1		
磾				dī		dai1	sạn	
磿	REKI RYAKU			lì		lik6		
礀	KAN KEN			jian				
礁	SHOU	초	CHO	jiāo		ziu1		
礂				xi				
礃				zhǎng				
礄				qiáo		kiu4		
礅				dūn		dan1 deon1		
禧	KI	희	HUY	xǐ		hei1 hei2		
禨	KI KE GI	기	KI	jī		gei1		giəi
禩	SHI			sì				
禪	ZEN SEN	선	SEN	chán		sim3 sim4 sin4 sin6		*zhiɛn zhiɛ̀n
禫	TAN DON	담	TAM	dàn		daam6 taam5	đệm thiện	
穉	CHI	치	CHI	zhì				
穓				yì				
穔				huáng				
穕	SHOU			qiè				
穖	KI KE			jǐ				
穗	SUI	수	SWU	suì	sui4(20)	seoi6		
穘				xiāo				
穙	HOKU BOKU			pú				
穚				jiāo				
穛				zhuō		zoek3		
穜	TOU ZU SHOU SHU			zhǒng		tung4 zung3		
穝	SAI			zui				
穞				lǚ				
窾		관	KWAN	kuǎn		fo1 fun2		
窿	RYUU RYU	륭	LYUNG	long	long5(26)	lung1 lung4		
竀				chēng		cang1 cing1		
竁				cuì		ceoi3		
竂				piáo				
竲				céng				
竳				dēng				
竴	SHUN			cūn				
篰				bù		bou6		
篱				lí	li2(15)	lei4		
篲	SUI KEI E			huì		seoi6 wai6		ziuɛ̀i
篳	HITSU HICHI	필	PHIL	bì		bat1		
篴	TEKI CHAKU CHIKU JIKU			dí		dek6 dik6		
篵	SOU SU			cōng				
篶	EN			yān				
篷	HOU	봉	PONG	peng	peng5(23)	pung4	bong	
篸	SHIN SAN			cǎn		caam2 cam1 zaam1		
篹	SAN ZEN			zhuàn		syun2 zaan6		
篺	HAI BAI HI BI HEN BEN BE			pí		paai4		
篻				piǎo		piu3		
篼	TOU TSU			dōu		dau1		
篽				yù				
篾	BETSU MECHI	멸	MYEL	miè		mit6		
篿				tuán		tyun4 zyun1		
簀	SAKU	책	CHAYK	zé		zaak3		
簁	SHI SAI			shāi		si1		
簂	KE KAKU			guì		gwok3		
簃	I CHI JI			yí		ji4		
簄	KO GO			hù				
簅				chǎn				
簆	KOU KU			kòu		kau4		
簇	SOU ZOKU SOKU	족	COK	cù	cu4(20)	cuk1		tsuk
簈				píng				
簉	SHUU SHU	추	CHWU	zào		zou6		
簊				jī				
簋	KI	궤	KWEY	guǐ		gwai2		
